General : End date,"11/8/2022 11:57 AM"
Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Strain : Time at removal,,s
Test : Rate 1,"60.00000",mm/min
General : Start date,"11/8/2022"

Time,Extension,Load
(s),(mm),(kgf)
"0.00000","-0.00005","0.08320"
"0.02600","0.00825","0.08014"
"0.05200","0.03375","0.09704"
"0.07800","0.06546","0.12358"
"0.10400","0.09686","0.14423"
"0.13000","0.12659","0.16819"
"0.15600","0.15487","0.17974"
"0.18200","0.18214","0.19144"
"0.20800","0.20888","0.21283"
"0.23400","0.23529","0.23479"
"0.26000","0.26159","0.24183"
"0.28600","0.28773","0.25133"
"0.31200","0.31393","0.27440"
"0.33800","0.33996","0.28473"
"0.36400","0.36600","0.28489"
"0.39000","0.39198","0.28466"
"0.41600","0.41791","0.30419"
"0.44200","0.44384","0.32095"
"0.46800","0.46987","0.34076"
"0.49400","0.49596","0.35951"
"0.52000","0.52205","0.37321"
"0.54600","0.54814","0.38828"
"0.57200","0.57407","0.39766"
"0.59800","0.60005","0.40740"
"0.62400","0.62598","0.42668"
"0.65000","0.65196","0.43639"
"0.67600","0.67789","0.45325"
"0.70200","0.70398","0.46819"
"0.72800","0.73002","0.47275"
"0.75400","0.75611","0.48238"
"0.78000","0.78209","0.50712"
"0.80600","0.80807","0.52242"
"0.83200","0.83400","0.53123"
"0.85800","0.85998","0.54453"
"0.88400","0.88596","0.55048"
"0.91000","0.91200","0.56564"
"0.93600","0.93798","0.57410"
"0.96200","0.96407","0.58182"
"0.98800","0.99005","0.60863"
"1.01400","1.01609","0.61615"
"1.04000","1.04196","0.62525"
"1.06600","1.06795","0.62885"
"1.09200","1.09393","0.63889"
"1.11800","1.11991","0.65830"
"1.14400","1.14595","0.67197"
"1.17000","1.17204","0.68672"
"1.19600","1.19802","0.69546"
"1.22200","1.22405","0.70616"
"1.24800","1.25004","0.71326"
"1.27400","1.27602","0.73262"
"1.30000","1.30195","0.74855"
"1.32600","1.32793","0.75063"
"1.35200","1.35396","0.75740"
"1.37800","1.38005","0.78253"
"1.40400","1.40604","0.78484"
"1.43000","1.43202","0.79322"
"1.45600","1.45800","0.80813"
"1.48200","1.48398","0.81770"
"1.50800","1.50996","0.83985"
"1.53400","1.53595","0.83936"
"1.56000","1.56198","0.84555"
"1.58600","1.58802","0.86416"
"1.61200","1.61405","0.88466"
"1.63800","1.64009","0.89707"
"1.66400","1.66607","0.91018"
"1.69000","1.69200","0.91041"
"1.71600","1.71798","0.91520"
"1.74200","1.74391","0.93673"
"1.76800","1.77000","0.93999"
"1.79400","1.79598","0.95820"
"1.82000","1.82207","0.96888"
"1.84600","1.84805","0.98221"
"1.87200","1.87409","0.99487"
"1.89800","1.90002","1.00345"
"1.92400","1.92600","1.02697"
"1.95000","1.95193","1.03284"
"1.97600","1.97791","1.03703"
"2.00200","2.00389","1.04775"
"2.02800","2.02998","1.05443"
"2.05400","2.05602","1.06509"
"2.08000","2.08205","1.08192"
"2.10600","2.10804","1.10080"
"2.13200","2.13402","1.10181"
"2.15800","2.15995","1.10142"
"2.18400","2.18598","1.11933"
"2.21000","2.21196","1.14143"
"2.23600","2.23805","1.14987"
"2.26200","2.26409","1.15700"
"2.28800","2.29007","1.17834"
"2.31400","2.31605","1.17415"
"2.34000","2.34198","1.18802"
"2.36600","2.36796","1.20961"
"2.39200","2.39395","1.21380"
"2.41800","2.41998","1.23006"
"2.44400","2.44602","1.23853"
"2.47000","2.47211","1.24225"
"2.49600","2.49809","1.25817"
"2.52200","2.52407","1.27005"
"2.54800","2.54995","1.28434"
"2.57400","2.57598","1.28013"
"2.60000","2.60191","1.29010"
"2.62600","2.62795","1.29576"
"2.65200","2.65398","1.30232"
"2.67800","2.68007","1.33082"
"2.70400","2.70605","1.34373"
"2.73000","2.73209","1.34881"
"2.75600","2.75796","1.36391"
"2.78200","2.78400","1.36859"
"2.80800","2.80988","1.37483"
"2.83400","2.83596","1.38963"
"2.86000","2.86200","1.40021"
"2.88600","2.88809","1.41311"
"2.91200","2.91407","1.43563"
"2.93800","2.94011","1.43124"
"2.96400","2.96604","1.44311"
"2.99000","2.99196","1.45361"
"3.01600","3.01789","1.45820"
"3.04200","3.04388","1.47261"
"3.06800","3.06996","1.48141"
"3.09400","3.09605","1.49769"
"3.12000","3.12209","1.50377"
"3.14600","3.14807","1.50667"
"3.17200","3.17405","1.51692"
"3.19800","3.19998","1.54238"
"3.22400","3.22591","1.55342"
"3.25000","3.25189","1.55365"
"3.27600","3.27793","1.55151"
"3.30200","3.30402","1.57035"
"3.32800","3.33011","1.57954"
"3.35400","3.35609","1.57790"
"3.38000","3.38207","1.59385"
"3.40600","3.40800","1.61064"
"3.43200","3.43398","1.61623"
"3.45800","3.45991","1.63259"
"3.48400","3.48600","1.64867"
"3.51000","3.51198","1.64519"
"3.53600","3.53813","1.65557"
"3.56200","3.56405","1.65606"
"3.58800","3.59004","1.66765"
"3.61400","3.61596","1.68502"
"3.64000","3.64195","1.69033"
"3.66600","3.66793","1.69748"
"3.69200","3.69396","1.70456"
"3.71800","3.72000","1.72084"
"3.74400","3.74609","1.73171"
"3.77000","3.77207","1.73897"
"3.79600","3.79805","1.73617"
"3.82200","3.82404","1.75289"
"3.84800","3.85002","1.76964"
"3.87400","3.87595","1.77886"
"3.90000","3.90193","1.77304"
