General : End date,"11/8/2022 11:54 AM"
Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Strain : Time at removal,,s
Test : Rate 1,"60.00000",mm/min
General : Start date,"11/8/2022"

Time,Extension,Load
(s),(mm),(kgf)
"0.00000","0.38662","0.02060"
"0.02600","0.39487","0.04260"
"0.05200","0.42043","0.06146"
"0.07800","0.45214","0.06793"
"0.10400","0.48354","0.07724"
"0.13000","0.51327","0.10117"
"0.15600","0.54161","0.12706"
"0.18200","0.56888","0.14095"
"0.20800","0.59561","0.15871"
"0.23400","0.62196","0.16913"
"0.26000","0.64821","0.18664"
"0.28600","0.67430","0.20603"
"0.31200","0.70045","0.22902"
"0.33800","0.72654","0.23235"
"0.36400","0.75268","0.24071"
"0.39000","0.77866","0.25818"
"0.41600","0.80470","0.27441"
"0.44200","0.83057","0.28684"
"0.46800","0.85661","0.30877"
"0.49400","0.88254","0.31480"
"0.52000","0.90863","0.31938"
"0.54600","0.93461","0.32628"
"0.57200","0.96070","0.33935"
"0.59800","0.98662","0.35964"
"0.62400","1.01266","0.37410"
"0.65000","1.03859","0.38207"
"0.67600","1.06457","0.39531"
"0.70200","1.09050","0.40316"
"0.72800","1.11654","0.42612"
"0.75400","1.14257","0.42843"
"0.78000","1.16861","0.44949"
"0.80600","1.19464","0.46050"
"0.83200","1.22063","0.47476"
"0.85800","1.24666","0.48636"
"0.88400","1.27259","0.50909"
"0.91000","1.29857","0.52114"
"0.93600","1.32455","0.53607"
"0.96200","1.35059","0.54545"
"0.98800","1.37663","0.56557"
"1.01400","1.40261","0.57336"
"1.04000","1.42859","0.58089"
"1.06600","1.45463","0.59234"
"1.09200","1.48055","0.60441"
"1.11800","1.50659","0.62543"
"1.14400","1.53252","0.62625"
"1.17000","1.55861","0.63082"
"1.19600","1.58459","0.64739"
"1.22200","1.61068","0.66143"
"1.24800","1.63666","0.67853"
"1.27400","1.66264","0.69313"
"1.30000","1.68857","0.69579"
"1.32600","1.71461","0.70312"
"1.35200","1.74054","0.72600"
"1.37800","1.76657","0.73470"
"1.40400","1.79255","0.73574"
"1.43000","1.81864","0.75055"
"1.45600","1.84462","0.76683"
"1.48200","1.87066","0.76899"
"1.50800","1.89659","0.78020"
"1.53400","1.92257","0.79031"
"1.56000","1.94850","0.80108"
"1.58600","1.97454","0.81828"
"1.61200","2.00052","0.83207"
"1.63800","2.02661","0.84108"
"1.66400","2.05264","0.86337"
"1.69000","2.07868","0.86276"
"1.71600","2.10466","0.87302"
"1.74200","2.13059","0.89113"
"1.76800","2.15657","0.91301"
"1.79400","2.18255","0.91919"
"1.82000","2.20859","0.92439"
"1.84600","2.23462","0.93614"
"1.87200","2.26066","0.95392"
"1.89800","2.28664","0.96570"
"1.92400","2.31268","0.98325"
"1.95000","2.33861","0.97877"
"1.97600","2.36459","0.98484"
"2.00200","2.39052","1.00124"
"2.02800","2.41655","1.01178"
"2.05400","2.44259","1.02007"
"2.08000","2.46868","1.03209"
"2.10600","2.49471","1.04816"
"2.13200","2.52064","1.06046"
"2.15800","2.54657","1.08054"
"2.18400","2.57255","1.08578"
"2.21000","2.59848","1.10103"
"2.23600","2.62457","1.10918"
"2.26200","2.65055","1.12582"
"2.28800","2.67664","1.13975"
"2.31400","2.70263","1.14778"
"2.34000","2.72866","1.14453"
"2.36600","2.75459","1.16063"
"2.39200","2.78057","1.17048"
"2.41800","2.80650","1.18023"
"2.44400","2.83254","1.18362"
"2.47000","2.85857","1.19520"
"2.49600","2.88466","1.21374"
"2.52200","2.91070","1.23015"
"2.54800","2.93668","1.23672"
"2.57400","2.96266","1.24488"
"2.60000","2.98854","1.25742"
"2.62600","3.01452","1.26172"
"2.65200","3.04045","1.27422"
"2.67800","3.06654","1.28343"
"2.70400","3.09262","1.28700"
"2.73000","3.11866","1.31223"
"2.75600","3.14470","1.30838"
"2.78200","3.17068","1.32397"
"2.80800","3.19655","1.34845"
"2.83400","3.22254","1.34980"
"2.86000","3.24846","1.35865"
"2.88600","3.27455","1.37618"
"2.91200","3.30059","1.37988"
"2.93800","3.32668","1.37980"
"2.96400","3.35266","1.40178"
"2.99000","3.37870","1.41160"
"3.01600","3.40457","1.40955"
"3.04200","3.43061","1.42607"
"3.06800","3.45654","1.43818"
"3.09400","3.48257","1.44809"
"3.12000","3.50855","1.45208"
"3.14600","3.53470","1.46450"
"3.17200","3.56063","1.47817"
"3.19800","3.58661","1.47252"
"3.22400","3.61254","1.48754"
"3.25000","3.63857","1.51442"
"3.27600","3.66450","1.52215"
"3.30200","3.69059","1.52907"
"3.32800","3.71657","1.53917"
"3.35400","3.74266","1.54276"
"3.38000","3.76864","1.55897"
"3.40600","3.79468","1.56950"
"3.43200","3.82061","1.57106"
"3.45800","3.84659","1.57755"
"3.48400","3.87252","1.59365"
"3.51000","3.89850","1.60176"
"3.53600","3.92454","1.61343"
"3.56200","3.95062","1.63353"
"3.58800","3.97666","1.63862"
"3.61400","4.00264","1.63098"
"3.64000","4.02863","1.64274"
"3.66600","4.05455","1.65434"
"3.69200","4.08059","1.66942"
"3.71800","4.10652","1.68259"
"3.74400","4.13255","1.68720"
"3.77000","4.15859","1.69685"
"3.79600","4.18468","1.70057"
"3.82200","4.21066","1.71427"
"3.84800","4.23664","1.72486"
"3.87400","4.26257","1.72546"
"3.90000","4.28855","1.72228"
