General : End date,"11/2/2022 11:17 AM"
Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Strain : Time at removal,,s
Test : Rate 1,"60.00000",mm/min
General : Start date,"11/2/2022"

Time,Extension,Load
(s),(mm),(kgf)
"0.00000","0.34961","0.01439"
"0.02600","0.35786","0.02066"
"0.05200","0.38330","0.03908"
"0.07800","0.41502","0.05288"
"0.10400","0.44641","0.07437"
"0.13000","0.47609","0.09309"
"0.15600","0.50443","0.09489"
"0.18200","0.53186","0.11070"
"0.20800","0.55864","0.12214"
"0.23400","0.58511","0.14523"
"0.26000","0.61125","0.14924"
"0.28600","0.63739","0.16218"
"0.31200","0.66343","0.15218"
"0.33800","0.68952","0.17403"
"0.36400","0.71550","0.17312"
"0.39000","0.74164","0.18062"
"0.41600","0.76768","0.19490"
"0.44200","0.79366","0.20212"
"0.46800","0.81964","0.21227"
"0.49400","0.84557","0.22170"
"0.52000","0.87155","0.23954"
"0.54600","0.89754","0.25562"
"0.57200","0.92357","0.25899"
"0.59800","0.94961","0.26126"
"0.62400","0.97564","0.28399"
"0.65000","1.00162","0.29913"
"0.67600","1.02766","0.29791"
"0.70200","1.05359","0.30086"
"0.72800","1.07957","0.31560"
"0.75400","1.10550","0.31487"
"0.78000","1.13159","0.31982"
"0.80600","1.15757","0.33355"
"0.83200","1.18366","0.34888"
"0.85800","1.20964","0.35900"
"0.88400","1.23568","0.36596"
"0.91000","1.26161","0.38064"
"0.93600","1.28759","0.37963"
"0.96200","1.31352","0.38307"
"0.98800","1.33955","0.40140"
"1.01400","1.36554","0.39612"
"1.04000","1.39168","0.40964"
"1.06600","1.41766","0.42723"
"1.09200","1.44370","0.43122"
"1.11800","1.46962","0.43549"
"1.14400","1.49561","0.44376"
"1.17000","1.52154","0.45226"
"1.19600","1.54752","0.45793"
"1.22200","1.57350","0.47190"
"1.24800","1.59964","0.48395"
"1.27400","1.62562","0.49838"
"1.30000","1.65161","0.51384"
"1.32600","1.67759","0.51648"
"1.35200","1.70357","0.52049"
"1.37800","1.72955","0.52537"
"1.40400","1.75554","0.53074"
"1.43000","1.78157","0.53308"
"1.45600","1.80761","0.54680"
"1.48200","1.83364","0.54974"
"1.50800","1.85968","0.52822"
"1.53400","1.88566","0.49035"
"1.56000","1.91159","0.45274"
"1.58600","1.93757","0.42713"
"1.61200","1.96350","0.40664"
"1.63800","1.98954","0.39054"
"1.66400","2.01557","0.37832"
"1.69000","2.04166","0.37321"
"1.71600","2.06764","0.36965"
"1.74200","2.09368","0.36788"
"1.76800","2.11961","0.36943"
"1.79400","2.14559","0.36523"
"1.82000","2.17152","0.36517"
"1.84600","2.19755","0.36233"
"1.87200","2.22354","0.36885"
"1.89800","2.24968","0.37626"
"1.92400","2.27566","0.37284"
"1.95000","2.30170","0.38065"
"1.97600","2.32762","0.38414"
"2.00200","2.35361","0.38857"
"2.02800","2.37954","0.38357"
"2.05400","2.40552","0.38761"
"2.08000","2.43155","0.38523"
"2.10600","2.45764","0.39577"
"2.13200","2.48368","0.39985"
"2.15800","2.50971","0.40327"
"2.18400","2.53564","0.41572"
"2.21000","2.56157","0.41353"
"2.23600","2.58750","0.40942"
"2.26200","2.61354","0.41202"
"2.28800","2.63957","0.42153"
"2.31400","2.66561","0.42593"
"2.34000","2.69164","0.42192"
"2.36600","2.71763","0.43159"
"2.39200","2.74366","0.42903"
"2.41800","2.76959","0.43545"
"2.44400","2.79557","0.43875"
"2.47000","2.82150","0.43457"
"2.49600","2.84754","0.43522"
"2.52200","2.87357","0.44545"
"2.54800","2.89966","0.44373"
"2.57400","2.92564","0.45245"
"2.60000","2.95168","0.45489"
"2.62600","2.97755","0.44643"
"2.65200","3.00359","0.45717"
"2.67800","3.02946","0.46019"
"2.70400","3.05555","0.45362"
"2.73000","3.08154","0.45949"
"2.75600","3.10768","0.44895"
"2.78200","3.13366","0.45368"
"2.80800","3.15970","0.45521"
"2.83400","3.18557","0.46507"
"2.86000","3.21155","0.46165"
"2.88600","3.23748","0.46522"
"2.91200","3.26352","0.47118"
"2.93800","3.28955","0.47268"
"2.96400","3.31570","0.47515"
"2.99000","3.34173","0.46532"
"3.01600","3.36771","0.46386"
"3.04200","3.39364","0.47891"
"3.06800","3.41962","0.47775"
"3.09400","3.44555","0.47509"
"3.12000","3.47154","0.48608"
"3.14600","3.49757","0.49426"
"3.17200","3.52361","0.49045"
"3.19800","3.54964","0.49444"
"3.22400","3.57562","0.50516"
"3.25000","3.60166","0.49462"
"3.27600","3.62759","0.49043"
"3.30200","3.65357","0.49963"
"3.32800","3.67955","0.51056"
"3.35400","3.70554","0.50373"
"3.38000","3.73157","0.50037"
"3.40600","3.75766","0.49904"
"3.43200","3.78364","0.51149"
"3.45800","3.80968","0.50531"
"3.48400","3.83555","0.50715"
"3.51000","3.86159","0.50602"
"3.53600","3.88752","0.51092"
"3.56200","3.91355","0.51762"
"3.58800","3.93954","0.52777"
"3.61400","3.96563","0.51989"
"3.64000","3.99166","0.51595"
"3.66600","4.01770","0.52306"
"3.69200","4.04363","0.53569"
"3.71800","4.06961","0.53484"
"3.74400","4.09554","0.54629"
"3.77000","4.12157","0.54561"
"3.79600","4.14755","0.54165"
"3.82200","4.17364","0.54600"
"3.84800","4.19968","0.55331"
"3.87400","4.22566","0.55607"
"3.90000","4.25159","0.56517"
