General : End date,"11/2/2022 11:11 AM"
Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Strain : Time at removal,,s
Test : Rate 1,"300.00000",mm/min
General : Start date,"11/2/2022"

Time,Extension,Load
(s),(mm),(kgf)
"0.00000","0.24402","0.03461"
"0.02600","0.28007","0.06504"
"0.05200","0.39209","0.11786"
"0.07800","0.55157","0.16587"
"0.10400","0.71459","0.21666"
"0.13000","0.86813","0.29549"
"0.15600","1.01277","0.37277"
"0.18200","1.15146","0.43409"
"0.20800","1.28663","0.48687"
"0.23400","1.41970","0.54989"
"0.26000","1.55143","0.60643"
"0.28600","1.68252","0.65381"
"0.31200","1.81307","0.70838"
"0.33800","1.94341","0.75147"
"0.36400","2.07370","0.81455"
"0.39000","2.20377","0.86602"
"0.41600","2.33389","0.91759"
"0.44200","2.46391","0.96346"
"0.46800","2.59393","1.01364"
"0.49400","2.72400","1.06389"
"0.52000","2.85396","1.07960"
"0.54600","2.98398","1.01338"
"0.57200","3.11395","0.92640"
"0.59800","3.24391","0.81403"
"0.62400","3.37398","0.74415"
"0.65000","3.50395","0.70274"
"0.67600","3.63396","0.69561"
"0.70200","3.76398","0.70522"
"0.72800","3.89395","0.71602"
"0.75400","4.02402","0.73329"
"0.78000","4.15398","0.74589"
"0.80600","4.28400","0.75189"
"0.83200","4.41402","0.75271"
"0.85800","4.54398","0.76051"
"0.88400","4.67400","0.77973"
"0.91000","4.80391","0.81136"
"0.93600","4.93393","0.82982"
"0.96200","5.06395","0.85243"
"0.98800","5.19396","0.87508"
"1.01400","5.32404","0.90102"
"1.04000","5.45400","0.91925"
"1.06600","5.58396","0.92732"
"1.09200","5.71398","0.95979"
"1.11800","5.84395","0.99017"
"1.14400","5.97402","1.00381"
"1.17000","6.10398","1.03908"
"1.19600","6.23400","1.06168"
"1.22200","6.36396","1.08743"
"1.24800","6.49388","1.11945"
"1.27400","6.62395","1.15699"
"1.30000","6.75396","1.17424"
"1.32600","6.88398","1.20946"
"1.35200","7.01405","1.25444"
"1.37800","7.14396","1.29150"
"1.40400","7.27398","1.32495"
"1.43000","7.40395","1.35845"
"1.45600","7.53396","1.41348"
"1.48200","7.66398","1.44217"
"1.50800","7.79400","1.50607"
"1.53400","7.92396","1.58383"
"1.56000","8.05393","1.68007"
"1.58600","8.18389","1.82620"
"1.61200","8.31396","2.10317"
"1.63800","8.44398","2.42792"
"1.66400","8.57400","2.74696"
"1.69000","8.70397","3.05126"
"1.71600","8.83393","3.36282"
"1.74200","8.96400","3.65516"
"1.76800","9.09391","3.90312"
"1.79400","9.22393","4.14605"
"1.82000","9.35395","4.36946"
"1.84600","9.48391","4.51679"
"1.87200","9.61393","4.58811"
"1.89800","9.74395","4.56167"
"1.92400","9.87396","4.41254"
"1.95000","10.00398","4.35225"
