General : End date,"11/2/2022 11:23 AM"
Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Strain : Time at removal,,s
Test : Rate 1,"480.00000",mm/min
General : Start date,"11/2/2022"

Time,Extension,Load
(s),(mm),(kgf)
"0.00000","0.36696","0.04235"
"0.02600","0.40521","0.07096"
"0.05200","0.52002","0.13179"
"0.07800","0.70977","0.19159"
"0.10400","0.95748","0.29885"
"0.13000","1.22877","0.40322"
"0.15600","1.51087","0.52884"
"0.18200","1.77509","0.64046"
"0.20800","2.01268","0.75744"
"0.23400","2.23580","0.86698"
"0.26000","2.45191","0.96705"
"0.28600","2.66454","1.03140"
"0.31200","2.87523","1.00612"
"0.33800","3.08475","0.87371"
"0.36400","3.29368","0.75654"
"0.39000","3.50212","0.72129"
"0.41600","3.71052","0.73876"
"0.44200","3.91870","0.75945"
"0.46800","4.12682","0.78319"
"0.49400","4.33489","0.80210"
"0.52000","4.54291","0.82696"
"0.54600","4.75093","0.84447"
"0.57200","4.95895","0.87399"
"0.59800","5.16691","0.91840"
"0.62400","5.37493","0.96654"
"0.65000","5.58300","0.99696"
"0.67600","5.79096","1.04398"
"0.70200","5.99898","1.07361"
"0.72800","6.20700","1.12144"
"0.75400","6.41502","1.17631"
"0.78000","6.62293","1.23369"
"0.80600","6.83095","1.28436"
"0.83200","7.03896","1.34058"
"0.85800","7.24704","1.39597"
"0.88400","7.45495","1.46198"
"0.91000","7.66296","1.51245"
"0.93600","7.87093","1.60159"
"0.96200","8.07895","1.84153"
"0.98800","8.28691","2.25466"
"1.01400","8.49493","2.72144"
"1.04000","8.70295","3.07432"
"1.06600","8.91096","3.34809"
"1.09200","9.11893","3.75964"
"1.11800","9.32695","4.23786"
"1.14400","9.53496","4.61541"
"1.17000","9.74293","5.00124"
"1.19600","9.95095","5.26068"
"1.20400","10.01491","5.29891"
