General : End date,"11/2/2022 11:25 AM"
Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Strain : Time at removal,,s
Test : Rate 1,"480.00000",mm/min
General : Start date,"11/2/2022"

Time,Extension,Load
(s),(mm),(kgf)
"0.00000","0.50721","0.03511"
"0.02600","0.54530","0.05898"
"0.05200","0.66011","0.12918"
"0.07800","0.84986","0.19310"
"0.10400","1.09779","0.29151"
"0.13000","1.36929","0.39762"
"0.15600","1.65155","0.52134"
"0.18200","1.91539","0.64025"
"0.20800","2.15282","0.75052"
"0.23400","2.37595","0.84401"
"0.26000","2.59211","0.92928"
"0.28600","2.80473","0.92006"
"0.31200","3.01543","0.82112"
"0.33800","3.22500","0.74163"
"0.36400","3.43388","0.71785"
"0.39000","3.64243","0.72441"
"0.41600","3.85077","0.74399"
"0.44200","4.05900","0.76147"
"0.46800","4.26702","0.79038"
"0.49400","4.47514","0.80294"
"0.52000","4.68316","0.81625"
"0.54600","4.89118","0.84393"
"0.57200","5.09909","0.88349"
"0.59800","5.30716","0.91395"
"0.62400","5.51523","0.94182"
"0.65000","5.72320","0.98125"
"0.67600","5.93116","1.02236"
"0.70200","6.13918","1.05955"
"0.72800","6.34725","1.09467"
"0.75400","6.55521","1.14072"
"0.78000","6.76318","1.20042"
"0.80600","6.97120","1.26994"
"0.83200","7.17921","1.33540"
"0.85800","7.38723","1.42694"
"0.88400","7.59520","1.48121"
"0.91000","7.80321","1.50111"
"0.93600","8.01123","1.55217"
"0.96200","8.21920","1.67214"
"0.98800","8.42721","1.95536"
"1.01400","8.63518","2.38853"
"1.04000","8.84325","2.86731"
"1.06600","9.05121","3.32288"
"1.09200","9.25923","3.70736"
"1.11800","9.46720","4.04580"
"1.14400","9.67521","4.35924"
"1.17000","9.88318","4.76256"
"1.18600","10.01116","4.97741"
