General : End date,"11/2/2022 11:16 AM"
Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Strain : Time at removal,,s
Test : Rate 1,"60.00000",mm/min
General : Start date,"11/2/2022"

Time,Extension,Load
(s),(mm),(kgf)
"0.00000","0.22500","0.02667"
"0.02600","0.23325","0.04383"
"0.05200","0.25880","0.06192"
"0.07800","0.29052","0.05533"
"0.10400","0.32196","0.07215"
"0.13000","0.35164","0.08973"
"0.15600","0.37988","0.09297"
"0.18200","0.40714","0.11248"
"0.20800","0.43387","0.10986"
"0.23400","0.46023","0.13078"
"0.26000","0.48654","0.14999"
"0.28600","0.51273","0.15669"
"0.31200","0.53898","0.17245"
"0.33800","0.56502","0.17841"
"0.36400","0.59105","0.19348"
"0.39000","0.61693","0.20817"
"0.41600","0.64296","0.21969"
"0.44200","0.66889","0.21796"
"0.46800","0.69493","0.22007"
"0.49400","0.72091","0.23074"
"0.52000","0.74705","0.24942"
"0.54600","0.77304","0.26007"
"0.57200","0.79902","0.27133"
"0.59800","0.82500","0.26768"
"0.62400","0.85093","0.27682"
"0.65000","0.87691","0.29133"
"0.67600","0.90295","0.29493"
"0.70200","0.92893","0.30088"
"0.72800","0.95496","0.31446"
"0.75400","0.98100","0.32359"
"0.78000","1.00704","0.33519"
"0.80600","1.03302","0.33969"
"0.83200","1.05895","0.34708"
"0.85800","1.08493","0.36055"
"0.88400","1.11086","0.36265"
"0.91000","1.13689","0.37008"
"0.93600","1.16293","0.37726"
"0.96200","1.18902","0.38790"
"0.98800","1.21505","0.40404"
"1.01400","1.24104","0.41812"
"1.04000","1.26696","0.41871"
"1.06600","1.29295","0.43613"
"1.09200","1.31887","0.44774"
"1.11800","1.34491","0.45028"
"1.14400","1.37095","0.45293"
"1.17000","1.39704","0.46469"
"1.19600","1.42302","0.48543"
"1.22200","1.44911","0.49203"
"1.24800","1.47498","0.49819"
"1.27400","1.50096","0.50923"
"1.30000","1.52689","0.50965"
"1.32600","1.55288","0.51300"
"1.35200","1.57891","0.52187"
"1.37800","1.60505","0.53629"
"1.40400","1.63098","0.54775"
"1.43000","1.65702","0.54860"
"1.45600","1.68295","0.56105"
"1.48200","1.70898","0.55961"
"1.50800","1.73491","0.57042"
"1.53400","1.76095","0.58222"
"1.56000","1.78693","0.60016"
"1.58600","1.81302","0.60890"
"1.61200","1.83900","0.62195"
"1.63800","1.86504","0.63001"
"1.66400","1.89102","0.63667"
"1.69000","1.91695","0.64363"
"1.71600","1.94293","0.65342"
"1.74200","1.96886","0.66841"
"1.76800","1.99489","0.66846"
"1.79400","2.02098","0.67472"
"1.82000","2.04707","0.67752"
"1.84600","2.07305","0.67391"
"1.87200","2.09904","0.66011"
"1.89800","2.12496","0.63852"
"1.92400","2.15095","0.60452"
"1.95000","2.17688","0.58369"
"1.97600","2.20291","0.56977"
"2.00200","2.22895","0.53884"
"2.02800","2.25504","0.52379"
"2.05400","2.28102","0.49470"
"2.08000","2.30705","0.47551"
"2.10600","2.33298","0.46173"
"2.13200","2.35896","0.45963"
"2.15800","2.38489","0.44874"
"2.18400","2.41087","0.43553"
"2.21000","2.43691","0.43508"
"2.23600","2.46305","0.42966"
"2.26200","2.48904","0.42730"
"2.28800","2.51507","0.43020"
"2.31400","2.54095","0.42159"
"2.34000","2.56693","0.43280"
"2.36600","2.59286","0.43899"
"2.39200","2.61889","0.43935"
"2.41800","2.64493","0.44712"
"2.44400","2.67102","0.44541"
"2.47000","2.69700","0.45166"
"2.49600","2.72304","0.44861"
"2.52200","2.74902","0.46317"
"2.54800","2.77495","0.45805"
"2.57400","2.80093","0.45665"
"2.60000","2.82686","0.45844"
"2.62600","2.85289","0.46373"
"2.65200","2.87898","0.46856"
"2.67800","2.90502","0.47625"
"2.70400","2.93100","0.46829"
"2.73000","2.95704","0.47144"
"2.75600","2.98296","0.46854"
"2.78200","3.00895","0.46545"
"2.80800","3.03482","0.47617"
"2.83400","3.06091","0.47650"
"2.86000","3.08695","0.48207"
"2.88600","3.11304","0.49537"
"2.91200","3.13902","0.48446"
"2.93800","3.16505","0.48107"
"2.96400","3.19098","0.48491"
"2.99000","3.21691","0.49349"
"3.01600","3.24284","0.49863"
"3.04200","3.26887","0.48986"
"3.06800","3.29491","0.50270"
"3.09400","3.32111","0.51699"
"3.12000","3.34709","0.49553"
"3.14600","3.37312","0.50006"
"3.17200","3.39900","0.50846"
"3.19800","3.42498","0.51291"
"3.22400","3.45091","0.50093"
"3.25000","3.47689","0.51198"
"3.27600","3.50293","0.52171"
"3.30200","3.52902","0.52227"
"3.32800","3.55500","0.51969"
"3.35400","3.58104","0.51057"
"3.38000","3.60702","0.52431"
"3.40600","3.63295","0.52592"
"3.43200","3.65887","0.52368"
"3.45800","3.68491","0.51155"
"3.48400","3.71089","0.51535"
"3.51000","3.73704","0.51684"
"3.53600","3.76307","0.51681"
"3.56200","3.78900","0.51944"
"3.58800","3.81504","0.51722"
"3.61400","3.84096","0.52545"
"3.64000","3.86695","0.53010"
"3.66600","3.89287","0.53505"
"3.69200","3.91891","0.52143"
"3.71800","3.94495","0.52351"
"3.74400","3.97104","0.52558"
"3.77000","3.99702","0.53152"
"3.79600","4.02305","0.53761"
"3.82200","4.04898","0.54751"
"3.84800","4.07496","0.54784"
"3.87400","4.10089","0.54366"
"3.90000","4.12693","0.54604"
