General : End date,"11/4/2022 10:29 AM"
Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Strain : Time at removal,,s
Test : Rate 1,"480.00000",mm/min
General : Start date,"11/4/2022"

Time,Extension,Load
(s),(mm),(kgf)
"0.00000","0.39145","0.03503"
"0.02600","0.42964","0.06751"
"0.05200","0.54466","0.13855"
"0.07800","0.73457","0.21860"
"0.10400","0.98223","0.33627"
"0.13000","1.25336","0.48024"
"0.15600","1.53530","0.64373"
"0.18200","1.79946","0.78872"
"0.20800","2.03716","0.92378"
"0.23400","2.26029","1.05144"
"0.26000","2.47639","1.17688"
"0.28600","2.68896","1.28869"
"0.31200","2.89966","1.38441"
"0.33800","3.10918","1.47754"
"0.36400","3.31805","1.56870"
"0.39000","3.52666","1.65901"
"0.41600","3.73495","1.74824"
"0.44200","3.94313","1.83960"
"0.46800","4.15125","1.91466"
"0.49400","4.35932","2.00032"
"0.52000","4.56734","2.08347"
"0.54600","4.77536","2.15661"
"0.57200","4.98338","2.23841"
"0.59800","5.19139","2.31407"
"0.62400","5.39936","2.40042"
"0.65000","5.60738","2.48910"
"0.67600","5.81539","2.57247"
"0.70200","6.02336","2.66149"
"0.72800","6.23132","2.74704"
"0.75400","6.43939","2.84738"
"0.78000","6.64741","2.95503"
"0.80600","6.85538","3.04470"
"0.83200","7.06339","3.14775"
"0.85800","7.27141","3.25367"
"0.88400","7.47943","3.36748"
"0.91000","7.68739","3.48506"
"0.93600","7.89536","3.60226"
"0.96200","8.10337","3.72330"
"0.98800","8.31145","3.84296"
"1.01400","8.51941","3.98024"
"1.04000","8.72743","4.11598"
"1.06600","8.93545","4.26967"
"1.09200","9.14346","4.41294"
"1.11800","9.35137","4.56959"
"1.14400","9.55939","4.74071"
"1.17000","9.76741","4.90545"
"1.19600","9.97548","5.07847"
"1.20000","10.00746","5.10531"
