General : End date,"11/4/2022 10:35 AM"
Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Strain : Time at removal,,s
Test : Rate 1,"480.00000",mm/min
General : Start date,"11/4/2022"

Time,Extension,Load
(s),(mm),(kgf)
"0.00000","0.30745","0.04312"
"0.02600","0.34570","0.07386"
"0.05200","0.46077","0.13267"
"0.07800","0.65084","0.22290"
"0.10400","0.89871","0.33824"
"0.13000","1.17021","0.47631"
"0.15600","1.45227","0.63342"
"0.18200","1.71530","0.77094"
"0.20800","1.95257","0.89694"
"0.23400","2.17580","1.02139"
"0.26000","2.39207","1.13730"
"0.28600","2.60475","1.22467"
"0.31200","2.81555","1.32829"
"0.33800","3.02512","1.43031"
"0.36400","3.23405","1.51680"
"0.39000","3.44261","1.59866"
"0.41600","3.65100","1.67302"
"0.44200","3.85918","1.75623"
"0.46800","4.06725","1.85499"
"0.49400","4.27532","1.93638"
"0.52000","4.48339","2.01294"
"0.54600","4.69136","2.08646"
"0.57200","4.89943","2.15398"
"0.59800","5.10739","2.21221"
"0.62400","5.31541","2.28275"
"0.65000","5.52343","2.35216"
"0.67600","5.73139","2.42999"
"0.70200","5.93941","2.52184"
"0.72800","6.14737","2.60152"
"0.75400","6.35539","2.68784"
"0.78000","6.56341","2.77812"
"0.80600","6.77143","2.86779"
"0.83200","6.97934","2.97182"
"0.85800","7.18736","3.08568"
"0.88400","7.39537","3.19376"
"0.91000","7.60339","3.30178"
"0.93600","7.81136","3.40806"
"0.96200","8.01937","3.52858"
"0.98800","8.22739","3.63438"
"1.01400","8.43541","3.73730"
"1.04000","8.64337","3.83879"
"1.06600","8.85139","3.95780"
"1.09200","9.05941","4.08175"
"1.11800","9.26743","4.21271"
"1.14400","9.47534","4.34994"
"1.17000","9.68336","4.49873"
"1.19600","9.89143","4.66357"
"1.21000","10.00350","4.76262"
