General : End date,"11/4/2022 10:12 AM"
Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Strain : Time at removal,,s
Test : Rate 1,"60.00000",mm/min
General : Start date,"11/4/2022"

Time,Extension,Load
(s),(mm),(kgf)
"0.00000","0.23764","0.02578"
"0.02600","0.24589","0.03789"
"0.05200","0.27139","0.06324"
"0.07800","0.30316","0.07645"
"0.10400","0.33450","0.08118"
"0.13000","0.36413","0.10244"
"0.15600","0.39241","0.12016"
"0.18200","0.41973","0.13591"
"0.20800","0.44657","0.15079"
"0.23400","0.47304","0.15799"
"0.26000","0.49929","0.16542"
"0.28600","0.52543","0.18051"
"0.31200","0.55152","0.20419"
"0.33800","0.57745","0.22417"
"0.36400","0.60354","0.21858"
"0.39000","0.62962","0.22902"
"0.41600","0.65571","0.25112"
"0.44200","0.68170","0.26721"
"0.46800","0.70773","0.27341"
"0.49400","0.73366","0.28985"
"0.52000","0.75959","0.30592"
"0.54600","0.78557","0.32281"
"0.57200","0.81155","0.33426"
"0.59800","0.83759","0.34290"
"0.62400","0.86368","0.34823"
"0.65000","0.88971","0.36561"
"0.67600","0.91570","0.38167"
"0.70200","0.94173","0.39419"
"0.72800","0.96766","0.39779"
"0.75400","0.99364","0.42051"
"0.78000","1.01957","0.43604"
"0.80600","1.04561","0.43776"
"0.83200","1.07159","0.44878"
"0.85800","1.09768","0.45641"
"0.88400","1.12366","0.47209"
"0.91000","1.14970","0.48122"
"0.93600","1.17562","0.49718"
"0.96200","1.20161","0.51003"
"0.98800","1.22754","0.52720"
"1.01400","1.25357","0.52419"
"1.04000","1.27955","0.53731"
"1.06600","1.30564","0.55069"
"1.09200","1.33168","0.56064"
"1.11800","1.35771","0.57570"
"1.14400","1.38364","0.59571"
"1.17000","1.40957","0.61364"
"1.19600","1.43550","0.61780"
"1.22200","1.46154","0.61786"
"1.24800","1.48757","0.63090"
"1.27400","1.51371","0.64652"
"1.30000","1.53975","0.66469"
"1.32600","1.56573","0.67680"
"1.35200","1.59166","0.67645"
"1.37800","1.61759","0.67788"
"1.40400","1.64357","0.68849"
"1.43000","1.66955","0.71232"
"1.45600","1.69559","0.73292"
"1.48200","1.72168","0.74564"
"1.50800","1.74771","0.75152"
"1.53400","1.77375","0.76169"
"1.56000","1.79968","0.77387"
"1.58600","1.82566","0.78192"
"1.61200","1.85159","0.79563"
"1.63800","1.87757","0.81524"
"1.66400","1.90366","0.82637"
"1.69000","1.92964","0.82179"
"1.71600","1.95573","0.83169"
"1.74200","1.98171","0.85335"
"1.76800","2.00770","0.86840"
"1.79400","2.03357","0.87237"
"1.82000","2.05955","0.87961"
"1.84600","2.08548","0.88323"
"1.87200","2.11157","0.90013"
"1.89800","2.13761","0.92038"
"1.92400","2.16370","0.93141"
"1.95000","2.18968","0.94121"
"1.97600","2.21571","0.95261"
"2.00200","2.24164","0.95065"
"2.02800","2.26762","0.96088"
"2.05400","2.29350","0.97944"
"2.08000","2.31959","0.98189"
"2.10600","2.34557","0.99994"
"2.13200","2.37166","1.00336"
"2.15800","2.39770","1.01202"
"2.18400","2.42368","1.02725"
"2.21000","2.44966","1.03296"
"2.23600","2.47564","1.04490"
"2.26200","2.50157","1.05980"
"2.28800","2.52761","1.07250"
"2.31400","2.55359","1.07609"
"2.34000","2.57968","1.10048"
"2.36600","2.60571","1.11608"
"2.39200","2.63170","1.11356"
"2.41800","2.65768","1.11790"
"2.44400","2.68361","1.13061"
"2.47000","2.70959","1.13437"
"2.49600","2.73557","1.15037"
"2.52200","2.76161","1.15483"
"2.54800","2.78764","1.17675"
"2.57400","2.81373","1.18129"
"2.60000","2.83966","1.18625"
"2.62600","2.86570","1.20161"
"2.65200","2.89162","1.21027"
"2.67800","2.91761","1.22955"
"2.70400","2.94354","1.23484"
"2.73000","2.96957","1.24350"
"2.75600","2.99555","1.25934"
"2.78200","3.02164","1.26951"
"2.80800","3.04763","1.27477"
"2.83400","3.07371","1.29870"
"2.86000","3.09964","1.30871"
"2.88600","3.12568","1.31826"
"2.91200","3.15161","1.31638"
"2.93800","3.17759","1.31466"
"2.96400","3.20357","1.32889"
"2.99000","3.22966","1.34936"
"3.01600","3.25564","1.34376"
"3.04200","3.28168","1.36437"
"3.06800","3.30766","1.37770"
"3.09400","3.33364","1.38635"
"3.12000","3.35957","1.39099"
"3.14600","3.38555","1.40038"
"3.17200","3.41159","1.40546"
"3.19800","3.43768","1.42154"
"3.22400","3.46377","1.43817"
"3.25000","3.48975","1.44345"
"3.27600","3.51573","1.45511"
"3.30200","3.54166","1.46529"
"3.32800","3.56764","1.46477"
"3.35400","3.59357","1.48664"
"3.38000","3.61955","1.48955"
"3.40600","3.64559","1.49430"
"3.43200","3.67168","1.50431"
"3.45800","3.69771","1.51954"
"3.48400","3.72370","1.53563"
"3.51000","3.74962","1.54306"
"3.53600","3.77561","1.54918"
"3.56200","3.80154","1.55738"
"3.58800","3.82763","1.56022"
"3.61400","3.85361","1.56874"
"3.64000","3.87970","1.57880"
"3.66600","3.90568","1.58909"
"3.69200","3.93171","1.60205"
"3.71800","3.95764","1.59897"
"3.74400","3.98363","1.61718"
"3.77000","4.00955","1.62849"
"3.79600","4.03559","1.61677"
"3.82200","4.06157","1.63604"
"3.84800","4.08766","1.65039"
"3.87400","4.11370","1.65718"
"3.90000","4.13973","1.66628"
