General : End date,"11/4/2022 10:21 AM"
Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Strain : Time at removal,,s
Test : Rate 1,"300.00000",mm/min
General : Start date,"11/4/2022"

Time,Extension,Load
(s),(mm),(kgf)
"0.00000","0.22221","0.03783"
"0.02600","0.25838","0.06339"
"0.05200","0.37109","0.12720"
"0.07800","0.53212","0.19026"
"0.10400","0.69509","0.27711"
"0.13000","0.84793","0.38703"
"0.15600","0.99204","0.46437"
"0.18200","1.13036","0.55358"
"0.20800","1.26525","0.62223"
"0.23400","1.39811","0.68708"
"0.26000","1.52973","0.75570"
"0.28600","1.66082","0.82438"
"0.31200","1.79138","0.89419"
"0.33800","1.92177","0.95401"
"0.36400","2.05195","1.02331"
"0.39000","2.18202","1.09001"
"0.41600","2.31209","1.15191"
"0.44200","2.44211","1.19568"
"0.46800","2.57218","1.26394"
"0.49400","2.70220","1.31564"
"0.52000","2.83221","1.37997"
"0.54600","2.96223","1.44028"
"0.57200","3.09214","1.49282"
"0.59800","3.22216","1.54481"
"0.62400","3.35218","1.60053"
"0.65000","3.48220","1.65682"
"0.67600","3.61227","1.70519"
"0.70200","3.74223","1.74903"
"0.72800","3.87220","1.80351"
"0.75400","4.00221","1.84680"
"0.78000","4.13218","1.90622"
"0.80600","4.26220","1.96339"
"0.83200","4.39221","2.01098"
"0.85800","4.52223","2.05830"
"0.88400","4.65225","2.09741"
"0.91000","4.78221","2.13991"
"0.93600","4.91223","2.19918"
"0.96200","5.04220","2.25198"
"0.98800","5.17221","2.29682"
"1.01400","5.30223","2.33161"
"1.04000","5.43220","2.38061"
"1.06600","5.56221","2.43395"
"1.09200","5.69223","2.49638"
"1.11800","5.82220","2.55817"
"1.14400","5.95221","2.60911"
"1.17000","6.08218","2.65712"
"1.19600","6.21214","2.70886"
"1.22200","6.34221","2.77031"
"1.24800","6.47223","2.83273"
"1.27400","6.60225","2.89385"
"1.30000","6.73221","2.96533"
"1.32600","6.86218","3.01857"
"1.35200","6.99220","3.08100"
"1.37800","7.12216","3.14547"
"1.40400","7.25223","3.20945"
"1.43000","7.38220","3.27101"
"1.45600","7.51221","3.33585"
"1.48200","7.64218","3.41256"
"1.50800","7.77214","3.48295"
"1.53400","7.90216","3.54282"
"1.56000","8.03223","3.62120"
"1.58600","8.16220","3.68770"
"1.61200","8.29227","3.78117"
"1.63800","8.42223","3.85157"
"1.66400","8.55220","3.92131"
"1.69000","8.68221","4.01094"
"1.71600","8.81218","4.10431"
"1.74200","8.94225","4.19507"
"1.76800","9.07221","4.28726"
"1.79400","9.20223","4.37824"
"1.82000","9.33220","4.45949"
"1.84600","9.46211","4.56751"
"1.87200","9.59223","4.66926"
"1.89800","9.72220","4.76603"
"1.92400","9.85227","4.86995"
"1.95000","9.98229","4.97411"
"1.95400","10.00227","4.99240"
