General : End date,"11/4/2022 10:17 AM"
Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Strain : Time at removal,,s
Test : Rate 1,"60.00000",mm/min
General : Start date,"11/4/2022"

Time,Extension,Load
(s),(mm),(kgf)
"0.00000","0.54504","0.03457"
"0.02600","0.55329","0.03747"
"0.05200","0.57863","0.05591"
"0.07800","0.61039","0.06577"
"0.10400","0.64184","0.07680"
"0.13000","0.67168","0.09884"
"0.15600","0.69991","0.11276"
"0.18200","0.72723","0.14882"
"0.20800","0.75391","0.15767"
"0.23400","0.78038","0.16267"
"0.26000","0.80657","0.16779"
"0.28600","0.83277","0.18720"
"0.31200","0.85891","0.21153"
"0.33800","0.88500","0.21659"
"0.36400","0.91098","0.23828"
"0.39000","0.93707","0.25060"
"0.41600","0.96300","0.25867"
"0.44200","0.98904","0.27279"
"0.46800","1.01496","0.28865"
"0.49400","1.04100","0.29248"
"0.52000","1.06698","0.31287"
"0.54600","1.09307","0.31737"
"0.57200","1.11905","0.32893"
"0.59800","1.14509","0.34720"
"0.62400","1.17102","0.36371"
"0.65000","1.19700","0.37858"
"0.67600","1.22293","0.38905"
"0.70200","1.24896","0.38540"
"0.72800","1.27495","0.39933"
"0.75400","1.30104","0.41330"
"0.78000","1.32702","0.42308"
"0.80600","1.35305","0.43107"
"0.83200","1.37898","0.43969"
"0.85800","1.40496","0.46002"
"0.88400","1.43089","0.47240"
"0.91000","1.45693","0.47825"
"0.93600","1.48296","0.48400"
"0.96200","1.50905","0.51696"
"0.98800","1.53509","0.52974"
"1.01400","1.56112","0.52829"
"1.04000","1.58705","0.54038"
"1.06600","1.61298","0.55067"
"1.09200","1.63896","0.57987"
"1.11800","1.66489","0.58893"
"1.14400","1.69098","0.59164"
"1.17000","1.71702","0.60739"
"1.19600","1.74311","0.61124"
"1.22200","1.76909","0.63266"
"1.24800","1.79507","0.64262"
"1.27400","1.82100","0.65610"
"1.30000","1.84704","0.64848"
"1.32600","1.87296","0.66017"
"1.35200","1.89900","0.67887"
"1.37800","1.92498","0.68536"
"1.40400","1.95107","0.70145"
"1.43000","1.97705","0.72141"
"1.45600","2.00309","0.72842"
"1.48200","2.02896","0.73039"
"1.50800","2.05495","0.74547"
"1.53400","2.08087","0.75869"
"1.56000","2.10691","0.76307"
"1.58600","2.13295","0.78665"
"1.61200","2.15904","0.79740"
"1.63800","2.18502","0.80878"
"1.66400","2.21105","0.81929"
"1.69000","2.23704","0.83112"
"1.71600","2.26302","0.84122"
"1.74200","2.28889","0.86170"
"1.76800","2.31493","0.86349"
"1.79400","2.34091","0.86542"
"1.82000","2.36705","0.88078"
"1.84600","2.39309","0.88592"
"1.87200","2.41907","0.90400"
"1.89800","2.44505","0.91509"
"1.92400","2.47098","0.92351"
"1.95000","2.49691","0.94169"
"1.97600","2.52295","0.95729"
"2.00200","2.54898","0.96178"
"2.02800","2.57502","0.96865"
"2.05400","2.60111","0.98640"
"2.08000","2.62709","0.98513"
"2.10600","2.65307","1.00016"
"2.13200","2.67900","1.00374"
"2.15800","2.70498","1.00831"
"2.18400","2.73091","1.02904"
"2.21000","2.75700","1.04711"
"2.23600","2.78298","1.04655"
"2.26200","2.80907","1.07224"
"2.28800","2.83505","1.08489"
"2.31400","2.86109","1.08822"
"2.34000","2.88696","1.10743"
"2.36600","2.91300","1.10096"
"2.39200","2.93887","1.12016"
"2.41800","2.96491","1.12828"
"2.44400","2.99095","1.13540"
"2.47000","3.01704","1.13845"
"2.49600","3.04302","1.15249"
"2.52200","3.06911","1.17354"
"2.54800","3.09504","1.17014"
"2.57400","3.12102","1.17328"
"2.60000","3.14695","1.19154"
"2.62600","3.17293","1.20968"
"2.65200","3.19896","1.22288"
"2.67800","3.22505","1.22911"
"2.70400","3.25109","1.22345"
"2.73000","3.27707","1.23726"
"2.75600","3.30305","1.24846"
"2.78200","3.32898","1.26778"
"2.80800","3.35496","1.28750"
"2.83400","3.38095","1.28885"
"2.86000","3.40698","1.29136"
"2.88600","3.43302","1.30254"
"2.91200","3.45911","1.31756"
"2.93800","3.48509","1.30589"
"2.96400","3.51107","1.33128"
"2.99000","3.53700","1.34264"
"3.01600","3.56298","1.34949"
"3.04200","3.58891","1.35800"
"3.06800","3.61495","1.36590"
"3.09400","3.64093","1.37298"
"3.12000","3.66707","1.39247"
"3.14600","3.69305","1.39961"
"3.17200","3.71909","1.40810"
"3.19800","3.74502","1.41886"
"3.22400","3.77100","1.42778"
"3.25000","3.79693","1.43334"
"3.27600","3.82296","1.44904"
"3.30200","3.84895","1.43919"
"3.32800","3.87509","1.45920"
"3.35400","3.90102","1.47420"
"3.38000","3.92705","1.48896"
"3.40600","3.95304","1.49073"
"3.43200","3.97902","1.50683"
"3.45800","4.00495","1.51947"
"3.48400","4.03093","1.51728"
"3.51000","4.05696","1.52859"
"3.53600","4.08300","1.54848"
"3.56200","4.10904","1.54846"
"3.58800","4.13507","1.54938"
"3.61400","4.16105","1.55440"
"3.64000","4.18698","1.57437"
"3.66600","4.21296","1.57985"
"3.69200","4.23889","1.58930"
"3.71800","4.26493","1.60030"
"3.74400","4.29102","1.60835"
"3.77000","4.31705","1.60144"
"3.79600","4.34309","1.61870"
"3.82200","4.36907","1.62966"
"3.84800","4.39500","1.63295"
"3.87400","4.42098","1.64896"
"3.90000","4.44691","1.66399"
