General : End date,"11/4/2022 10:19 AM"
Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Strain : Time at removal,,s
Test : Rate 1,"60.00000",mm/min
General : Start date,"11/4/2022"

Time,Extension,Load
(s),(mm),(kgf)
"0.00000","0.66096","0.03166"
"0.02600","0.66921","0.02500"
"0.05200","0.69466","0.04247"
"0.07800","0.72648","0.05723"
"0.10400","0.75787","0.06047"
"0.13000","0.78750","0.08147"
"0.15600","0.81579","0.10312"
"0.18200","0.84311","0.10680"
"0.20800","0.87000","0.11582"
"0.23400","0.89641","0.13362"
"0.26000","0.92271","0.14828"
"0.28600","0.94886","0.15697"
"0.31200","0.97489","0.16926"
"0.33800","1.00087","0.19241"
"0.36400","1.02691","0.19513"
"0.39000","1.05295","0.20777"
"0.41600","1.07898","0.23447"
"0.44200","1.10507","0.24766"
"0.46800","1.13105","0.25847"
"0.49400","1.15709","0.26409"
"0.52000","1.18302","0.28139"
"0.54600","1.20900","0.30413"
"0.57200","1.23493","0.30237"
"0.59800","1.26091","0.30143"
"0.62400","1.28695","0.32226"
"0.65000","1.31304","0.34267"
"0.67600","1.33902","0.35910"
"0.70200","1.36505","0.36524"
"0.72800","1.39098","0.37970"
"0.75400","1.41696","0.38256"
"0.78000","1.44284","0.39397"
"0.80600","1.46893","0.41175"
"0.83200","1.49496","0.42150"
"0.85800","1.52111","0.43176"
"0.88400","1.54714","0.45399"
"0.91000","1.57313","0.46549"
"0.93600","1.59900","0.47464"
"0.96200","1.62498","0.48534"
"0.98800","1.65091","0.49508"
"1.01400","1.67695","0.50373"
"1.04000","1.70298","0.51376"
"1.06600","1.72907","0.52269"
"1.09200","1.75505","0.54003"
"1.11800","1.78109","0.55489"
"1.14400","1.80702","0.56979"
"1.17000","1.83300","0.56654"
"1.19600","1.85898","0.57817"
"1.22200","1.88496","0.59416"
"1.24800","1.91100","0.60535"
"1.27400","1.93704","0.62456"
"1.30000","1.96307","0.63748"
"1.32600","1.98905","0.64622"
"1.35200","2.01504","0.65309"
"1.37800","2.04091","0.64614"
"1.40400","2.06689","0.66821"
"1.43000","2.09288","0.69025"
"1.45600","2.11896","0.69536"
"1.48200","2.14500","0.69913"
"1.50800","2.17109","0.71254"
"1.53400","2.19707","0.72238"
"1.56000","2.22311","0.74988"
"1.58600","2.24898","0.77034"
"1.61200","2.27496","0.77448"
"1.63800","2.30089","0.77385"
"1.66400","2.32693","0.78495"
"1.69000","2.35296","0.79870"
"1.71600","2.37905","0.80988"
"1.74200","2.40509","0.81483"
"1.76800","2.43107","0.82446"
"1.79400","2.45700","0.83437"
"1.82000","2.48298","0.85388"
"1.84600","2.50891","0.86886"
"1.87200","2.53500","0.87461"
"1.89800","2.56098","0.88000"
"1.92400","2.58707","0.88417"
"1.95000","2.61311","0.89439"
"1.97600","2.63909","0.91556"
"2.00200","2.66502","0.93176"
"2.02800","2.69100","0.94532"
"2.05400","2.71693","0.95563"
"2.08000","2.74296","0.95607"
"2.10600","2.76895","0.96613"
"2.13200","2.79504","0.97876"
"2.15800","2.82107","0.98821"
"2.18400","2.84705","1.00635"
"2.21000","2.87304","1.01359"
"2.23600","2.89896","1.01833"
"2.26200","2.92495","1.02693"
"2.28800","2.95087","1.03792"
"2.31400","2.97691","1.06546"
"2.34000","3.00295","1.07364"
"2.36600","3.02904","1.07095"
"2.39200","3.05507","1.07346"
"2.41800","3.08105","1.08865"
"2.44400","3.10704","1.10092"
"2.47000","3.13302","1.10975"
"2.49600","3.15895","1.13516"
"2.52200","3.18498","1.14252"
"2.54800","3.21096","1.13457"
"2.57400","3.23705","1.14292"
"2.60000","3.26304","1.16123"
"2.62600","3.28907","1.16847"
"2.65200","3.31500","1.18449"
"2.67800","3.34104","1.18508"
"2.70400","3.36691","1.19607"
"2.73000","3.39295","1.20929"
"2.75600","3.41898","1.22051"
"2.78200","3.44507","1.23029"
"2.80800","3.47111","1.24106"
"2.83400","3.49709","1.24886"
"2.86000","3.52302","1.26216"
"2.88600","3.54900","1.27516"
"2.91200","3.57493","1.27899"
"2.93800","3.60091","1.28826"
"2.96400","3.62689","1.29892"
"2.99000","3.65298","1.29835"
"3.01600","3.67902","1.30951"
"3.04200","3.70505","1.32157"
"3.06800","3.73104","1.33817"
"3.09400","3.75702","1.34296"
"3.12000","3.78300","1.35161"
"3.14600","3.80893","1.35870"
"3.17200","3.83502","1.36463"
"3.19800","3.86100","1.38737"
"3.22400","3.88704","1.39525"
"3.25000","3.91307","1.40110"
"3.27600","3.93905","1.41118"
"3.30200","3.96498","1.42141"
"3.32800","3.99102","1.42441"
"3.35400","4.01689","1.43195"
"3.38000","4.04298","1.44892"
"3.40600","4.06896","1.45770"
"3.43200","4.09505","1.45933"
"3.45800","4.12109","1.46983"
"3.48400","4.14712","1.48348"
"3.51000","4.17300","1.49716"
"3.53600","4.19898","1.50109"
"3.56200","4.22491","1.50466"
"3.58800","4.25095","1.52516"
"3.61400","4.27693","1.52390"
"3.64000","4.30307","1.53193"
"3.66600","4.32905","1.54398"
"3.69200","4.35509","1.54754"
"3.71800","4.38102","1.55808"
"3.74400","4.40705","1.55901"
"3.77000","4.43293","1.56640"
"3.79600","4.45891","1.58222"
"3.82200","4.48495","1.60316"
"3.84800","4.51104","1.59696"
"3.87400","4.53707","1.60246"
"3.90000","4.56305","1.61697"
