General : End date,"11/2/2022 11:48 AM"
Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Strain : Time at removal,,s
Test : Rate 1,"480.00000",mm/min
General : Start date,"11/2/2022"

Time,Extension,Load
(s),(mm),(kgf)
"0.00000","0.34039","0.02377"
"0.02600","0.37854","0.06577"
"0.05200","0.49323","0.12590"
"0.07800","0.68282","0.19524"
"0.10400","0.93027","0.28180"
"0.13000","1.20113","0.37454"
"0.15600","1.48334","0.43347"
"0.18200","1.74895","0.42529"
"0.20800","1.98691","0.47164"
"0.23400","2.20988","0.53260"
"0.26000","2.42577","0.60544"
"0.28600","2.63823","0.64571"
"0.31200","2.84882","0.67066"
"0.33800","3.05834","0.70707"
"0.36400","3.26716","0.73841"
"0.39000","3.47566","0.77075"
"0.41600","3.68395","0.81403"
"0.44200","3.89218","0.82857"
"0.46800","4.10025","0.84345"
"0.49400","4.30832","0.86499"
"0.52000","4.51634","0.88871"
"0.54600","4.72436","0.92640"
"0.57200","4.93237","0.97181"
"0.59800","5.14034","1.01746"
"0.62400","5.34830","1.06484"
"0.65000","5.55637","1.10519"
"0.67600","5.76445","1.13888"
"0.70200","5.97236","1.18031"
"0.72800","6.18038","1.22022"
"0.75400","6.38845","1.26080"
"0.78000","6.59641","1.29311"
"0.80600","6.80432","1.33166"
"0.83200","7.01239","1.38480"
"0.85800","7.22041","1.43505"
"0.88400","7.42848","1.48083"
"0.91000","7.63639","1.50403"
"0.93600","7.84441","1.55227"
"0.96200","8.05243","1.60254"
"0.98800","8.26045","1.66987"
"1.01400","8.46841","1.75761"
"1.04000","8.67638","1.89642"
"1.06600","8.88439","2.06828"
"1.09200","9.09241","2.28163"
"1.11800","9.30043","2.57753"
"1.14400","9.50839","2.98777"
"1.17000","9.71641","3.29718"
"1.19600","9.92438","3.54242"
"1.20600","10.00436","3.66608"
