General : End date,"11/2/2022 11:31 AM"
Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Strain : Time at removal,,s
Test : Rate 1,"60.00000",mm/min
General : Start date,"11/2/2022"

Time,Extension,Load
(s),(mm),(kgf)
"0.00000","0.62245","0.02663"
"0.02600","0.63059","0.03706"
"0.05200","0.65588","0.06165"
"0.07800","0.68770","0.06490"
"0.10400","0.71920","0.06136"
"0.13000","0.74898","0.05979"
"0.15600","0.77732","0.06091"
"0.18200","0.80459","0.06405"
"0.20800","0.83132","0.07260"
"0.23400","0.85773","0.08374"
"0.26000","0.88398","0.09746"
"0.28600","0.91012","0.10259"
"0.31200","0.93627","0.10187"
"0.33800","0.96241","0.11040"
"0.36400","0.98839","0.13155"
"0.39000","1.01443","0.13102"
"0.41600","1.04041","0.12332"
"0.44200","1.06639","0.13609"
"0.46800","1.09232","0.15482"
"0.49400","1.11836","0.15759"
"0.52000","1.14445","0.17107"
"0.54600","1.17054","0.17492"
"0.57200","1.19652","0.17282"
"0.59800","1.22250","0.18389"
"0.62400","1.24838","0.18745"
"0.65000","1.27441","0.19355"
"0.67600","1.30029","0.19971"
"0.70200","1.32638","0.20529"
"0.72800","1.35236","0.21153"
"0.75400","1.37845","0.21174"
"0.78000","1.40443","0.21292"
"0.80600","1.43046","0.22339"
"0.83200","1.45639","0.23182"
"0.85800","1.48237","0.24251"
"0.88400","1.50830","0.25266"
"0.91000","1.53434","0.25451"
"0.93600","1.56037","0.25555"
"0.96200","1.58646","0.25990"
"0.98800","1.61245","0.26880"
"1.01400","1.63843","0.26719"
"1.04000","1.66441","0.26946"
"1.06600","1.69039","0.27109"
"1.09200","1.71637","0.29235"
"1.11800","1.74230","0.30115"
"1.14400","1.76834","0.29859"
"1.17000","1.79443","0.29997"
"1.19600","1.82046","0.30940"
"1.22200","1.84650","0.32298"
"1.24800","1.87248","0.33038"
"1.27400","1.89841","0.33340"
"1.30000","1.92434","0.33716"
"1.32600","1.95032","0.34357"
"1.35200","1.97636","0.34256"
"1.37800","2.00239","0.35127"
"1.40400","2.02848","0.35464"
"1.43000","2.05446","0.36324"
"1.45600","2.08050","0.36539"
"1.48200","2.10643","0.37246"
"1.50800","2.13241","0.38367"
"1.53400","2.15829","0.38112"
"1.56000","2.18432","0.38872"
"1.58600","2.21036","0.38895"
"1.61200","2.23645","0.39132"
"1.63800","2.26243","0.39738"
"1.66400","2.28846","0.38890"
"1.69000","2.31439","0.39189"
"1.71600","2.34043","0.40814"
"1.74200","2.36636","0.41776"
"1.76800","2.39239","0.42419"
"1.79400","2.41838","0.43369"
"1.82000","2.44446","0.43064"
"1.84600","2.47045","0.44180"
"1.87200","2.49648","0.44762"
"1.89800","2.52241","0.44004"
"1.92400","2.54839","0.44509"
"1.95000","2.57432","0.44089"
"1.97600","2.60030","0.44615"
"2.00200","2.62634","0.45895"
"2.02800","2.65243","0.46038"
"2.05400","2.67846","0.46107"
"2.08000","2.70450","0.46945"
"2.10600","2.73048","0.49045"
"2.13200","2.75641","0.48049"
"2.15800","2.78239","0.48135"
"2.18400","2.80832","0.48560"
"2.21000","2.83436","0.48808"
"2.23600","2.86039","0.49109"
"2.26200","2.88648","0.49333"
"2.28800","2.91246","0.49605"
"2.31400","2.93850","0.50350"
"2.34000","2.96438","0.51116"
"2.36600","2.99036","0.51159"
"2.39200","3.01629","0.51566"
"2.41800","3.04232","0.52349"
"2.44400","3.06836","0.52125"
"2.47000","3.09450","0.52562"
"2.49600","3.12048","0.52658"
"2.52200","3.14652","0.54166"
"2.54800","3.17239","0.54173"
"2.57400","3.19837","0.54751"
"2.60000","3.22430","0.54652"
"2.62600","3.25034","0.54977"
"2.65200","3.27632","0.55977"
"2.67800","3.30246","0.55765"
"2.70400","3.32845","0.55969"
"2.73000","3.35448","0.55508"
"2.75600","3.38041","0.55701"
"2.78200","3.40639","0.56943"
"2.80800","3.43232","0.56959"
"2.83400","3.45830","0.57640"
"2.86000","3.48434","0.57695"
"2.88600","3.51043","0.57358"
"2.91200","3.53646","0.57397"
"2.93800","3.56245","0.58136"
"2.96400","3.58843","0.58979"
"2.99000","3.61436","0.59363"
"3.01600","3.64034","0.59421"
"3.04200","3.66627","0.60369"
"3.06800","3.69236","0.61132"
"3.09400","3.71839","0.61437"
"3.12000","3.74443","0.60042"
"3.14600","3.77046","0.59984"
"3.17200","3.79645","0.60938"
"3.19800","3.82237","0.62052"
"3.22400","3.84836","0.61774"
"3.25000","3.87429","0.61913"
"3.27600","3.90032","0.62706"
"3.30200","3.92636","0.63057"
"3.32800","3.95250","0.61940"
"3.35400","3.97854","0.63034"
"3.38000","4.00452","0.63787"
"3.40600","4.03045","0.62719"
"3.43200","4.05638","0.62070"
"3.45800","4.08230","0.63030"
"3.48400","4.10834","0.63943"
"3.51000","4.13437","0.64753"
"3.53600","4.16041","0.63043"
"3.56200","4.18645","0.63428"
"3.58800","4.21248","0.64527"
"3.61400","4.23841","0.65545"
"3.64000","4.26439","0.65277"
"3.66600","4.29032","0.64583"
"3.69200","4.31636","0.64541"
"3.71800","4.34234","0.65536"
"3.74400","4.36843","0.65351"
"3.77000","4.39446","0.65236"
"3.79600","4.42045","0.65077"
"3.82200","4.44648","0.66427"
"3.84800","4.47236","0.65826"
"3.87400","4.49834","0.65843"
"3.90000","4.52432","0.66009"
