General : End date,"11/2/2022 11:35 AM"
Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Strain : Time at removal,,s
Test : Rate 1,"60.00000",mm/min
General : Start date,"11/2/2022"

Time,Extension,Load
(s),(mm),(kgf)
"0.00000","0.60043","0.03883"
"0.02600","0.60862","0.04112"
"0.05200","0.63413","0.05804"
"0.07800","0.66579","0.05699"
"0.10400","0.69723","0.07116"
"0.13000","0.72696","0.08192"
"0.15600","0.75525","0.08903"
"0.18200","0.78263","0.09926"
"0.20800","0.80936","0.10549"
"0.23400","0.83577","0.12043"
"0.26000","0.86196","0.13492"
"0.28600","0.88811","0.15633"
"0.31200","0.91425","0.16042"
"0.33800","0.94034","0.17036"
"0.36400","0.96643","0.17207"
"0.39000","0.99246","0.17382"
"0.41600","1.01845","0.19438"
"0.44200","1.04437","0.21385"
"0.46800","1.07036","0.21337"
"0.49400","1.09634","0.22020"
"0.52000","1.12238","0.23104"
"0.54600","1.14841","0.23964"
"0.57200","1.17450","0.24958"
"0.59800","1.20054","0.25945"
"0.62400","1.22646","0.27025"
"0.65000","1.25239","0.28266"
"0.67600","1.27838","0.29221"
"0.70200","1.30430","0.30805"
"0.72800","1.33039","0.30352"
"0.75400","1.35637","0.30700"
"0.78000","1.38246","0.31872"
"0.80600","1.40845","0.31433"
"0.83200","1.43448","0.25506"
"0.85800","1.46041","0.22624"
"0.88400","1.48639","0.23067"
"0.91000","1.51232","0.24220"
"0.93600","1.53836","0.24691"
"0.96200","1.56434","0.26049"
"0.98800","1.59043","0.25637"
"1.01400","1.61641","0.27037"
"1.04000","1.64245","0.27824"
"1.06600","1.66843","0.28133"
"1.09200","1.69436","0.28302"
"1.11800","1.72034","0.28320"
"1.14400","1.74632","0.29176"
"1.17000","1.77236","0.29618"
"1.19600","1.79839","0.29983"
"1.22200","1.82443","0.30604"
"1.24800","1.85046","0.31110"
"1.27400","1.87645","0.32076"
"1.30000","1.90237","0.32339"
"1.32600","1.92836","0.32401"
"1.35200","1.95429","0.33366"
"1.37800","1.98032","0.33606"
"1.40400","2.00641","0.34528"
"1.43000","2.03250","0.35426"
"1.45600","2.05848","0.35080"
"1.48200","2.08446","0.35622"
"1.50800","2.11039","0.35913"
"1.53400","2.13637","0.37107"
"1.56000","2.16230","0.37270"
"1.58600","2.18834","0.37775"
"1.61200","2.21438","0.38230"
"1.63800","2.24046","0.38412"
"1.66400","2.26645","0.39081"
"1.69000","2.29248","0.39874"
"1.71600","2.31841","0.39374"
"1.74200","2.34439","0.39591"
"1.76800","2.37032","0.40100"
"1.79400","2.39636","0.40959"
"1.82000","2.42239","0.40973"
"1.84600","2.44848","0.41321"
"1.87200","2.47441","0.41946"
"1.89800","2.50045","0.42866"
"1.92400","2.52643","0.43867"
"1.95000","2.55241","0.42884"
"1.97600","2.57829","0.43304"
"2.00200","2.60432","0.44241"
"2.02800","2.63030","0.45065"
"2.05400","2.65645","0.45868"
"2.08000","2.68248","0.44962"
"2.10600","2.70846","0.45459"
"2.13200","2.73445","0.46030"
"2.15800","2.76038","0.47629"
"2.18400","2.78636","0.45864"
"2.21000","2.81229","0.46655"
"2.23600","2.83832","0.48065"
"2.26200","2.86441","0.48661"
"2.28800","2.89050","0.48377"
"2.31400","2.91648","0.48694"
"2.34000","2.94246","0.48797"
"2.36600","2.96839","0.49593"
"2.39200","2.99432","0.50239"
"2.41800","3.02030","0.51521"
"2.44400","3.04634","0.52229"
"2.47000","3.07238","0.52508"
"2.49600","3.09846","0.51790"
"2.52200","3.12450","0.50973"
"2.54800","3.15048","0.51438"
"2.57400","3.17636","0.51889"
"2.60000","3.20239","0.52857"
"2.62600","3.22832","0.53000"
"2.65200","3.25436","0.53698"
"2.67800","3.28034","0.54060"
"2.70400","3.30648","0.53493"
"2.73000","3.33246","0.54256"
"2.75600","3.35845","0.54287"
"2.78200","3.38438","0.54245"
"2.80800","3.41036","0.54824"
"2.83400","3.43634","0.55049"
"2.86000","3.46232","0.54844"
"2.88600","3.48830","0.56396"
"2.91200","3.51445","0.55582"
"2.93800","3.54043","0.55627"
"2.96400","3.56646","0.56535"
"2.99000","3.59245","0.56581"
"3.01600","3.61837","0.56357"
"3.04200","3.64430","0.57233"
"3.06800","3.67029","0.57345"
"3.09400","3.69638","0.57837"
"3.12000","3.72241","0.57704"
"3.14600","3.74845","0.56983"
"3.17200","3.77443","0.58504"
"3.19800","3.80041","0.59999"
"3.22400","3.82639","0.58901"
"3.25000","3.85232","0.57834"
"3.27600","3.87830","0.59107"
"3.30200","3.90434","0.59498"
"3.32800","3.93038","0.60051"
"3.35400","3.95652","0.59905"
"3.38000","3.98250","0.61622"
"3.40600","4.00854","0.60095"
"3.43200","4.03441","0.59158"
"3.45800","4.06039","0.60421"
"3.48400","4.08632","0.60663"
"3.51000","4.11236","0.60842"
"3.53600","4.13839","0.60342"
"3.56200","4.16443","0.60899"
"3.58800","4.19041","0.61326"
"3.61400","4.21650","0.62012"
"3.64000","4.24243","0.61748"
"3.66600","4.26841","0.62036"
"3.69200","4.29434","0.61889"
"3.71800","4.32037","0.62111"
"3.74400","4.34636","0.61816"
"3.77000","4.37245","0.62010"
"3.79600","4.39843","0.62667"
"3.82200","4.42446","0.63123"
"3.84800","4.45045","0.62511"
"3.87400","4.47638","0.63233"
"3.90000","4.50236","0.63231"
