General : End date,"10/17/2022 11:43 AM"
Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Strain : Time at removal,,s
Test : Rate 1,"360.00000",mm/min
General : Start date,"10/17/2022"

Time,Extension,Load
(s),(mm),(kgf)
"0.00000","0.43120","0.04128"
"0.02600","0.46854","0.06915"
"0.05200","0.58280","0.11711"
"0.07800","0.76741","0.20052"
"0.10400","0.97291","0.28182"
"0.13000","1.16598","0.35988"
"0.15600","1.34534","0.44947"
"0.18200","1.51532","0.52090"
"0.20800","1.67952","0.57780"
"0.23400","1.84039","0.64338"
"0.26000","1.99923","0.69738"
"0.28600","2.15689","0.74801"
"0.31200","2.31386","0.80119"
"0.33800","2.47045","0.85848"
"0.36400","2.62671","0.88693"
"0.39000","2.78293","0.94203"
"0.41600","2.93904","0.98765"
"0.44200","3.09509","1.03394"
"0.46800","3.25114","1.07488"
"0.49400","3.40714","1.11534"
"0.52000","3.56320","1.14833"
"0.54600","3.71920","1.18418"
"0.57200","3.87525","1.20771"
"0.59800","4.03120","1.23344"
"0.62400","4.18720","1.26573"
"0.65000","4.34314","1.30048"
"0.67600","4.49920","1.32836"
"0.70200","4.65525","1.36208"
"0.72800","4.81125","1.37834"
"0.75400","4.96720","1.39097"
"0.78000","5.12320","1.41363"
"0.80600","5.27920","1.43205"
"0.83200","5.43525","1.44591"
"0.85800","5.59120","1.45575"
"0.88400","5.74725","1.48332"
"0.91000","5.90320","1.50778"
"0.93600","6.05914","1.51464"
"0.96200","6.21514","1.51950"
"0.98800","6.37125","1.52008"
"1.01400","6.52725","1.54075"
"1.04000","6.68325","1.57936"
"1.06600","6.83925","1.62637"
"1.09200","6.99525","1.67595"
"1.11800","7.15125","1.72846"
"1.14400","7.30725","1.77086"
"1.17000","7.46325","1.82802"
"1.19600","7.61925","1.88183"
"1.22200","7.77520","1.93686"
"1.24800","7.93125","1.98721"
"1.27400","8.08725","2.04472"
"1.30000","8.24325","2.10804"
"1.32600","8.39925","2.15516"
"1.35200","8.55525","2.19539"
"1.37800","8.71120","2.26268"
"1.40400","8.86720","2.32324"
"1.43000","9.02320","2.37321"
"1.45600","9.17925","2.41606"
"1.48200","9.33520","2.45350"
"1.50800","9.49120","2.50780"
"1.53400","9.64714","2.54827"
"1.56000","9.80325","2.59026"
"1.58600","9.95920","2.63764"
"1.59400","10.00720","2.65342"
