General : End date,"10/17/2022 11:33 AM"
Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Strain : Time at removal,,s
Test : Rate 1,"480.00000",mm/min
General : Start date,"10/17/2022"

Time,Extension,Load
(s),(mm),(kgf)
"0.00000","0.47282","0.03135"
"0.02600","0.51123","0.06235"
"0.05200","0.62652","0.12585"
"0.07800","0.81670","0.19953"
"0.10400","1.06318","0.30486"
"0.13000","1.33205","0.41967"
"0.15600","1.61234","0.54866"
"0.18200","1.88116","0.66133"
"0.20800","2.12046","0.74134"
"0.23400","2.34343","0.82472"
"0.26000","2.55900","0.90438"
"0.28600","2.77114","0.96966"
"0.31200","2.98146","1.03362"
"0.33800","3.19088","1.08163"
"0.36400","3.39970","1.12329"
"0.39000","3.60814","1.17527"
"0.41600","3.81648","1.21735"
"0.44200","4.02461","1.26711"
"0.46800","4.23268","1.30914"
"0.49400","4.44070","1.35006"
"0.52000","4.64882","1.39235"
"0.54600","4.85679","1.42277"
"0.57200","5.06480","1.45246"
"0.59800","5.27277","1.48187"
"0.62400","5.48079","1.50850"
"0.65000","5.68880","1.53125"
"0.67600","5.89682","1.55181"
"0.70200","6.10473","1.55121"
"0.72800","6.31280","1.56450"
"0.75400","6.52082","1.58481"
"0.78000","6.72884","1.62666"
"0.80600","6.93680","1.69113"
"0.83200","7.14482","1.76294"
"0.85800","7.35279","1.83319"
"0.88400","7.56080","1.90378"
"0.91000","7.76877","1.99183"
"0.93600","7.97679","2.07125"
"0.96200","8.18486","2.15561"
"0.98800","8.39282","2.22406"
"1.01400","8.60084","2.29306"
"1.04000","8.80875","2.37068"
"1.06600","9.01677","2.43511"
"1.09200","9.22479","2.49896"
"1.11800","9.43275","2.57677"
"1.14400","9.64077","2.64159"
"1.17000","9.84878","2.69931"
"1.19000","10.00880","2.76026"
