General : End date,"10/17/2022 11:42 AM"
Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Strain : Time at removal,,s
Test : Rate 1,"360.00000",mm/min
General : Start date,"10/17/2022"

Time,Extension,Load
(s),(mm),(kgf)
"0.00000","0.37559","0.03577"
"0.02600","0.41287","0.05891"
"0.05200","0.52704","0.11279"
"0.07800","0.71170","0.18718"
"0.10400","0.91725","0.26234"
"0.13000","1.11043","0.35533"
"0.15600","1.28984","0.42872"
"0.18200","1.45977","0.50767"
"0.20800","1.62396","0.58603"
"0.23400","1.78479","0.64290"
"0.26000","1.94362","0.69086"
"0.28600","2.10134","0.74081"
"0.31200","2.25825","0.79522"
"0.33800","2.41479","0.85057"
"0.36400","2.57116","0.89932"
"0.39000","2.72732","0.92796"
"0.41600","2.88343","0.97741"
"0.44200","3.03948","1.02518"
"0.46800","3.19559","1.05117"
"0.49400","3.35159","1.09489"
"0.52000","3.50759","1.15287"
"0.54600","3.66354","1.18749"
"0.57200","3.81964","1.21849"
"0.59800","3.97564","1.25437"
"0.62400","4.13159","1.27434"
"0.65000","4.28759","1.29305"
"0.67600","4.44354","1.31443"
"0.70200","4.59959","1.35482"
"0.72800","4.75559","1.37989"
"0.75400","4.91159","1.38900"
"0.78000","5.06764","1.40331"
"0.80600","5.22359","1.42895"
"0.83200","5.37959","1.44111"
"0.85800","5.53564","1.45809"
"0.88400","5.69164","1.47818"
"0.91000","5.84759","1.49858"
"0.93600","6.00359","1.51545"
"0.96200","6.15953","1.53367"
"0.98800","6.31559","1.54904"
"1.01400","6.47164","1.54707"
"1.04000","6.62764","1.57782"
"1.06600","6.78364","1.61457"
"1.09200","6.93959","1.66368"
"1.11800","7.09559","1.71269"
"1.14400","7.25164","1.76953"
"1.17000","7.40770","1.82031"
"1.19600","7.56359","1.87794"
"1.22200","7.71959","1.92399"
"1.24800","7.87564","1.97838"
"1.27400","8.03164","2.04016"
"1.30000","8.18764","2.09022"
"1.32600","8.34364","2.13469"
"1.35200","8.49970","2.20047"
"1.37800","8.65559","2.25658"
"1.40400","8.81154","2.31210"
"1.43000","8.96759","2.36323"
"1.45600","9.12359","2.40902"
"1.48200","9.27959","2.44657"
"1.50800","9.43559","2.49744"
"1.53400","9.59159","2.54752"
"1.56000","9.74759","2.59267"
"1.58600","9.90359","2.63728"
"1.60400","10.01159","2.66746"
