General : End date,"10/17/2022 11:24 AM"
Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Strain : Time at removal,,s
Test : Rate 1,"6.00000",mm/min
General : Start date,"10/17/2022"

Time,Extension,Load
(s),(mm),(kgf)
"0.00000","0.47502","0.03661"
"0.02600","0.47545","0.03875"
"0.05200","0.47700","0.03636"
"0.07800","0.47984","0.02514"
"0.10400","0.48332","0.04722"
"0.13000","0.48670","0.04328"
"0.15600","0.48991","0.03388"
"0.18200","0.49286","0.03966"
"0.20800","0.49564","0.04850"
"0.23400","0.49837","0.04920"
"0.26000","0.50116","0.04607"
"0.28600","0.50373","0.03457"
"0.31200","0.50636","0.03474"
"0.33800","0.50898","0.04908"
"0.36400","0.51161","0.05103"
"0.39000","0.51423","0.03996"
"0.41600","0.51680","0.04251"
"0.44200","0.51932","0.04290"
"0.46800","0.52205","0.04381"
"0.49400","0.52463","0.04642"
"0.52000","0.52714","0.04017"
"0.54600","0.52977","0.04693"
"0.57200","0.53245","0.05472"
"0.59800","0.53491","0.04801"
"0.62400","0.53748","0.04941"
"0.65000","0.54005","0.05721"
"0.67600","0.54284","0.05148"
"0.70200","0.54530","0.05918"
"0.72800","0.54793","0.06087"
"0.75400","0.55055","0.05779"
"0.78000","0.55318","0.05681"
"0.80600","0.55580","0.04223"
"0.83200","0.55843","0.05492"
"0.85800","0.56105","0.06009"
"0.88400","0.56368","0.06563"
"0.91000","0.56625","0.05851"
"0.93600","0.56888","0.06381"
"0.96200","0.57145","0.06269"
"0.98800","0.57407","0.05926"
"1.01400","0.57664","0.07063"
"1.04000","0.57921","0.07215"
"1.06600","0.58179","0.07022"
"1.09200","0.58441","0.05818"
"1.11800","0.58698","0.06385"
"1.14400","0.58950","0.06092"
"1.17000","0.59212","0.07755"
"1.19600","0.59480","0.08208"
"1.22200","0.59732","0.06628"
"1.24800","0.59995","0.05680"
"1.27400","0.60257","0.07305"
"1.30000","0.60520","0.06725"
"1.32600","0.60777","0.07330"
"1.35200","0.61045","0.07842"
"1.37800","0.61313","0.07687"
"1.40400","0.61570","0.07944"
"1.43000","0.61827","0.07914"
"1.45600","0.62084","0.07188"
"1.48200","0.62346","0.07205"
"1.50800","0.62598","0.07950"
"1.53400","0.62861","0.07807"
"1.56000","0.63123","0.08650"
"1.58600","0.63386","0.08282"
"1.61200","0.63638","0.06692"
"1.63800","0.63900","0.07705"
"1.66400","0.64157","0.08804"
"1.69000","0.64420","0.07822"
"1.71600","0.64671","0.08008"
"1.74200","0.64934","0.08136"
"1.76800","0.65191","0.09347"
"1.79400","0.65459","0.09215"
"1.82000","0.65716","0.09844"
"1.84600","0.65979","0.09142"
"1.87200","0.66241","0.08608"
"1.89800","0.66509","0.09281"
"1.92400","0.66766","0.09993"
"1.95000","0.67023","0.09814"
"1.97600","0.67280","0.09463"
"2.00200","0.67554","0.09822"
"2.02800","0.67795","0.11054"
"2.05400","0.68057","0.10656"
"2.08000","0.68320","0.09335"
"2.10600","0.68587","0.09877"
"2.13200","0.68839","0.09750"
"2.15800","0.69102","0.09583"
"2.18400","0.69359","0.09638"
"2.21000","0.69621","0.09572"
"2.23600","0.69868","0.08897"
"2.26200","0.70130","0.08700"
"2.28800","0.70393","0.09152"
"2.31400","0.70655","0.09433"
"2.34000","0.70913","0.09635"
"2.36600","0.71175","0.09510"
"2.39200","0.71438","0.09442"
"2.41800","0.71705","0.10367"
"2.44400","0.71962","0.10286"
"2.47000","0.72225","0.10378"
"2.49600","0.72488","0.10040"
"2.52200","0.72745","0.11058"
"2.54800","0.73002","0.11225"
"2.57400","0.73259","0.10281"
"2.60000","0.73521","0.10688"
"2.62600","0.73789","0.10457"
"2.65200","0.74036","0.09683"
"2.67800","0.74293","0.10544"
"2.70400","0.74561","0.10837"
"2.73000","0.74818","0.11535"
"2.75600","0.75070","0.10761"
"2.78200","0.75327","0.10955"
"2.80800","0.75595","0.10710"
"2.83400","0.75852","0.10611"
"2.86000","0.76109","0.11305"
"2.88600","0.76371","0.11386"
"2.91200","0.76639","0.11620"
"2.93800","0.76902","0.11770"
"2.96400","0.77164","0.12979"
"2.99000","0.77421","0.12308"
"3.01600","0.77689","0.11354"
"3.04200","0.77946","0.11606"
"3.06800","0.78209","0.11272"
"3.09400","0.78461","0.10822"
"3.12000","0.78723","0.11216"
"3.14600","0.78986","0.11894"
"3.17200","0.79248","0.12631"
"3.19800","0.79495","0.12549"
"3.22400","0.79762","0.12631"
"3.25000","0.80020","0.12933"
"3.27600","0.80277","0.12951"
"3.30200","0.80529","0.12976"
"3.32800","0.80802","0.13076"
"3.35400","0.81059","0.13358"
"3.38000","0.81316","0.13486"
"3.40600","0.81573","0.13536"
"3.43200","0.81846","0.13758"
"3.45800","0.82098","0.13569"
"3.48400","0.82366","0.12143"
"3.51000","0.82629","0.12443"
"3.53600","0.82891","0.12519"
"3.56200","0.83143","0.13666"
"3.58800","0.83405","0.14330"
"3.61400","0.83668","0.12834"
"3.64000","0.83925","0.13592"
"3.66600","0.84182","0.13734"
"3.69200","0.84450","0.12552"
"3.71800","0.84702","0.13079"
"3.74400","0.84964","0.14474"
"3.77000","0.85221","0.15227"
"3.79600","0.85484","0.14818"
"3.82200","0.85741","0.14473"
"3.84800","0.85993","0.13711"
"3.87400","0.86255","0.14311"
"3.90000","0.86513","0.14712"
