General : End date,"10/18/2022 1:39 PM"
Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Strain : Time at removal,,s
Test : Rate 1,"480.00000",mm/min
General : Start date,"10/18/2022"

Time,Extension,Load
(s),(mm),(kgf)
"0.00000","0.24793","0.03432"
"0.02600","0.28618","0.05496"
"0.05200","0.40130","0.12188"
"0.07800","0.59154","0.19321"
"0.10400","0.83925","0.28041"
"0.13000","1.10995","0.36016"
"0.15600","1.39146","0.47158"
"0.18200","1.65595","0.53954"
"0.20800","1.89370","0.61168"
"0.23400","2.11687","0.67139"
"0.26000","2.33304","0.72665"
"0.28600","2.54561","0.76893"
"0.31200","2.75625","0.82218"
"0.33800","2.96571","0.86125"
"0.36400","3.17464","0.89918"
"0.39000","3.38314","0.93113"
"0.41600","3.59148","0.96379"
"0.44200","3.79966","0.98917"
"0.46800","4.00779","1.01971"
"0.49400","4.21586","1.03210"
"0.52000","4.42387","1.05098"
"0.54600","4.63189","1.07476"
"0.57200","4.83991","1.07866"
"0.59800","5.04793","1.09258"
"0.62400","5.25595","1.09659"
"0.65000","5.46391","1.10139"
"0.67600","5.67193","1.11756"
"0.70200","5.87995","1.11892"
"0.72800","6.08796","1.10492"
"0.75400","6.29598","1.09463"
"0.78000","6.50395","1.09470"
"0.80600","6.71196","1.09649"
"0.83200","6.91998","1.13153"
"0.85800","7.12800","1.19415"
"0.88400","7.33596","1.23654"
"0.91000","7.54393","1.28025"
"0.93600","7.75200","1.30734"
"0.96200","7.96002","1.32807"
"0.98800","8.16793","1.35779"
"1.01400","8.37595","1.37295"
"1.04000","8.58396","1.38971"
"1.06600","8.79198","1.39415"
"1.09200","8.99995","1.39808"
"1.11800","9.20796","1.41480"
"1.14400","9.41593","1.41495"
"1.17000","9.62395","1.41904"
"1.19600","9.83191","1.41359"
"1.21800","10.00789","1.43339"
