General : End date,"10/18/2022 1:38 PM"
Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Strain : Time at removal,,s
Test : Rate 1,"480.00000",mm/min
General : Start date,"10/18/2022"

Time,Extension,Load
(s),(mm),(kgf)
"0.00000","0.38818","0.02954"
"0.02600","0.42654","0.05416"
"0.05200","0.54182","0.11903"
"0.07800","0.73216","0.19479"
"0.10400","0.97966","0.29138"
"0.13000","1.24993","0.38573"
"0.15600","1.53118","0.47314"
"0.18200","1.79609","0.55391"
"0.20800","2.03400","0.61242"
"0.23400","2.25718","0.67815"
"0.26000","2.47334","0.73353"
"0.28600","2.68586","0.78678"
"0.31200","2.89650","0.82656"
"0.33800","3.10596","0.86021"
"0.36400","3.31489","0.88948"
"0.39000","3.52339","0.91864"
"0.41600","3.73173","0.95110"
"0.44200","3.93986","0.99298"
"0.46800","4.14804","1.01043"
"0.49400","4.35611","1.03379"
"0.52000","4.56413","1.05603"
"0.54600","4.77209","1.07721"
"0.57200","4.98011","1.09366"
"0.59800","5.18813","1.09989"
"0.62400","5.39614","1.09677"
"0.65000","5.60411","1.09222"
"0.67600","5.81212","1.10811"
"0.70200","6.02020","1.10572"
"0.72800","6.22816","1.10166"
"0.75400","6.43618","1.09160"
"0.78000","6.64414","1.09479"
"0.80600","6.85216","1.10516"
"0.83200","7.06018","1.13177"
"0.85800","7.26820","1.19074"
"0.88400","7.47616","1.24851"
"0.91000","7.68418","1.29028"
"0.93600","7.89220","1.30759"
"0.96200","8.10021","1.33030"
"0.98800","8.30812","1.36256"
"1.01400","8.51614","1.36557"
"1.04000","8.72416","1.38321"
"1.06600","8.93218","1.38865"
"1.09200","9.14014","1.40409"
"1.11800","9.34816","1.42581"
"1.14400","9.55618","1.42120"
"1.17000","9.76420","1.41030"
"1.19600","9.97216","1.42820"
"1.20000","10.00414","1.43166"
