General : End date,"11/4/2022 11:10 AM"
Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Strain : Time at removal,,s
Test : Rate 1,"60.00000",mm/min
General : Start date,"11/4/2022"

Time,Extension,Load
(s),(mm),(kgf)
"0.00000","0.88779","0.02843"
"0.02600","0.89587","0.03451"
"0.05200","0.92127","0.03988"
"0.07800","0.95298","0.03885"
"0.10400","0.98448","0.04934"
"0.13000","1.01437","0.05260"
"0.15600","1.04266","0.04288"
"0.18200","1.06998","0.04910"
"0.20800","1.09671","0.05627"
"0.23400","1.12307","0.06153"
"0.26000","1.14932","0.08009"
"0.28600","1.17546","0.08969"
"0.31200","1.20161","0.09512"
"0.33800","1.22775","0.10936"
"0.36400","1.25379","0.11720"
"0.39000","1.27982","0.12747"
"0.41600","1.30580","0.13939"
"0.44200","1.33179","0.15555"
"0.46800","1.35771","0.16841"
"0.49400","1.38375","0.18657"
"0.52000","1.40979","0.19952"
"0.54600","1.43577","0.19904"
"0.57200","1.46186","0.21057"
"0.59800","1.48779","0.23024"
"0.62400","1.51377","0.23429"
"0.65000","1.53970","0.25227"
"0.67600","1.56568","0.27080"
"0.70200","1.59166","0.22946"
"0.72800","1.61770","0.16763"
"0.75400","1.64368","0.17391"
"0.78000","1.66982","0.18072"
"0.80600","1.69575","0.18071"
"0.83200","1.72184","0.18014"
"0.85800","1.74777","0.19443"
"0.88400","1.77370","0.19867"
"0.91000","1.79963","0.20303"
"0.93600","1.82566","0.21178"
"0.96200","1.85170","0.22055"
"0.98800","1.87779","0.22194"
"1.01400","1.90382","0.21636"
"1.04000","1.92980","0.22271"
"1.06600","1.95573","0.23859"
"1.09200","1.98171","0.22680"
"1.11800","2.00764","0.24256"
"1.14400","2.03373","0.26053"
"1.17000","2.05971","0.26429"
"1.19600","2.08580","0.27907"
"1.22200","2.11184","0.28799"
"1.24800","2.13782","0.31823"
"1.27400","2.16380","0.32912"
"1.30000","2.18973","0.33278"
"1.32600","2.21571","0.34617"
"1.35200","2.24170","0.36056"
"1.37800","2.26768","0.37547"
"1.40400","2.29377","0.38370"
"1.43000","2.31980","0.39303"
"1.45600","2.34579","0.40130"
"1.48200","2.37177","0.42244"
"1.50800","2.39775","0.41641"
"1.53400","2.42368","0.43785"
"1.56000","2.44961","0.44557"
"1.58600","2.47564","0.45905"
"1.61200","2.50168","0.47120"
"1.63800","2.52777","0.48156"
"1.66400","2.55380","0.48934"
"1.69000","2.57984","0.48367"
"1.71600","2.60577","0.48331"
"1.74200","2.63175","0.48616"
"1.76800","2.65768","0.49517"
"1.79400","2.68371","0.50816"
"1.82000","2.70970","0.51750"
"1.84600","2.73579","0.53472"
"1.87200","2.76177","0.55386"
"1.89800","2.78780","0.56125"
"1.92400","2.81373","0.56238"
"1.95000","2.83977","0.57287"
"1.97600","2.86564","0.59242"
"2.00200","2.89168","0.60400"
"2.02800","2.91771","0.61674"
"2.05400","2.94380","0.62169"
"2.08000","2.96984","0.62002"
"2.10600","2.99587","0.63474"
"2.13200","3.02180","0.64707"
"2.15800","3.04773","0.66238"
"2.18400","3.07366","0.66839"
"2.21000","3.09970","0.68099"
"2.23600","3.12568","0.69111"
"2.26200","3.15177","0.69890"
"2.28800","3.17780","0.70946"
"2.31400","3.20379","0.72895"
"2.34000","3.22977","0.74424"
"2.36600","3.25570","0.73999"
"2.39200","3.28168","0.73760"
"2.41800","3.30766","0.74667"
"2.44400","3.33375","0.74363"
"2.47000","3.35973","0.75276"
"2.49600","3.38582","0.76698"
"2.52200","3.41180","0.78715"
"2.54800","3.43779","0.79644"
"2.57400","3.46371","0.79971"
"2.60000","3.48975","0.79771"
"2.62600","3.51562","0.81689"
"2.65200","3.54171","0.83495"
"2.67800","3.56770","0.83214"
"2.70400","3.59379","0.84147"
"2.73000","3.61982","0.85115"
"2.75600","3.64586","0.86573"
"2.78200","3.67173","0.86853"
"2.80800","3.69771","0.87908"
"2.83400","3.72364","0.88734"
"2.86000","3.74968","0.88454"
"2.88600","3.77571","0.89297"
"2.91200","3.80180","0.90175"
"2.93800","3.82779","0.90917"
"2.96400","3.85382","0.92363"
"2.99000","3.87975","0.93465"
"3.01600","3.90573","0.94178"
"3.04200","3.93166","0.94303"
"3.06800","3.95770","0.95579"
"3.09400","3.98368","0.96542"
"3.12000","4.00977","0.97293"
"3.14600","4.03580","0.98623"
"3.17200","4.06179","0.98736"
"3.19800","4.08771","0.99197"
"3.22400","4.11370","1.00999"
"3.25000","4.13968","1.02699"
"3.27600","4.16566","1.02935"
"3.30200","4.19170","1.04017"
"3.32800","4.21779","1.04496"
"3.35400","4.24382","1.05005"
"3.38000","4.26980","1.06952"
"3.40600","4.29579","1.08082"
"3.43200","4.32177","1.06542"
"3.45800","4.34770","1.07539"
"3.48400","4.37362","1.08705"
"3.51000","4.39971","1.10474"
"3.53600","4.42570","1.11598"
"3.56200","4.45184","1.11848"
"3.58800","4.47777","1.11003"
"3.61400","4.50380","1.12637"
"3.64000","4.52979","1.14097"
"3.66600","4.55577","1.14291"
"3.69200","4.58170","1.14324"
"3.71800","4.60768","1.13522"
"3.74400","4.63371","1.14928"
"3.77000","4.65980","1.14547"
"3.79600","4.68579","1.15492"
"3.82200","4.71182","1.16498"
"3.84800","4.73775","1.17546"
"3.87400","4.76368","1.18428"
"3.90000","4.78966","1.18256"
