General : End date,"11/4/2022 11:19 AM"
Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Strain : Time at removal,,s
Test : Rate 1,"480.00000",mm/min
General : Start date,"11/4/2022"

Time,Extension,Load
(s),(mm),(kgf)
"0.00000","0.42348","0.02738"
"0.02600","0.46189","0.05646"
"0.05200","0.57723","0.10880"
"0.07800","0.76757","0.16073"
"0.10400","1.01614","0.25715"
"0.13000","1.28845","0.38686"
"0.15600","1.57168","0.55194"
"0.18200","1.83563","0.69783"
"0.20800","2.07209","0.83707"
"0.23400","2.29414","0.95642"
"0.26000","2.50950","1.05202"
"0.28600","2.72164","1.15720"
"0.31200","2.93213","1.25255"
"0.33800","3.14154","1.34517"
"0.36400","3.35036","1.43752"
"0.39000","3.55880","1.51772"
"0.41600","3.76709","1.60039"
"0.44200","3.97521","1.68389"
"0.46800","4.18329","1.75779"
"0.49400","4.39136","1.83550"
"0.52000","4.59943","1.90636"
"0.54600","4.80739","1.96455"
"0.57200","5.01546","1.99831"
"0.59800","5.22343","2.03613"
"0.62400","5.43139","2.07515"
"0.65000","5.63936","2.13467"
"0.67600","5.84743","2.21043"
"0.70200","6.05545","2.28840"
"0.72800","6.26341","2.37287"
"0.75400","6.47143","2.44819"
"0.78000","6.67945","2.54370"
"0.80600","6.88746","2.63542"
"0.83200","7.09537","2.68608"
"0.85800","7.30339","2.78710"
"0.88400","7.51141","2.93551"
"0.91000","7.71948","3.07276"
"0.93600","7.92745","3.19402"
"0.96200","8.13546","3.32738"
"0.98800","8.34348","3.47438"
"1.01400","8.55150","3.63827"
"1.04000","8.75946","3.82018"
"1.06600","8.96743","3.98897"
"1.09200","9.17550","4.11653"
"1.11800","9.38352","4.26920"
"1.14400","9.59148","4.44036"
"1.17000","9.79945","4.58279"
"1.19600","10.00746","4.72128"
