General : End date,"11/4/2022 11:15 AM"
Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Strain : Time at removal,,s
Test : Rate 1,"300.00000",mm/min
General : Start date,"11/4/2022"

Time,Extension,Load
(s),(mm),(kgf)
"0.00000","0.22323","0.02963"
"0.02600","0.25923","0.06079"
"0.05200","0.37125","0.10256"
"0.07800","0.53089","0.10700"
"0.10400","0.69391","0.15730"
"0.13000","0.84745","0.25395"
"0.15600","0.99204","0.34857"
"0.18200","1.13079","0.41845"
"0.20800","1.26600","0.48844"
"0.23400","1.39891","0.56229"
"0.26000","1.53070","0.63617"
"0.28600","1.66168","0.70205"
"0.31200","1.79234","0.76139"
"0.33800","1.92273","0.82433"
"0.36400","2.05291","0.87735"
"0.39000","2.18304","0.92797"
"0.41600","2.31305","0.98650"
"0.44200","2.44313","1.04859"
"0.46800","2.57320","1.10811"
"0.49400","2.70321","1.15715"
"0.52000","2.83323","1.21370"
"0.54600","2.96325","1.27640"
"0.57200","3.09321","1.32354"
"0.59800","3.22323","1.38031"
"0.62400","3.35320","1.43407"
"0.65000","3.48321","1.48146"
"0.67600","3.61323","1.52474"
"0.70200","3.74325","1.55784"
"0.72800","3.87321","1.60428"
"0.75400","4.00318","1.66112"
"0.78000","4.13320","1.70899"
"0.80600","4.26321","1.74661"
"0.83200","4.39323","1.77907"
"0.85800","4.52325","1.80938"
"0.88400","4.65321","1.85694"
"0.91000","4.78323","1.90266"
"0.93600","4.91325","1.92297"
"0.96200","5.04321","1.96375"
"0.98800","5.17323","1.99535"
"1.01400","5.30320","2.04506"
"1.04000","5.43316","2.07800"
"1.06600","5.56323","2.12270"
"1.09200","5.69320","2.15177"
"1.11800","5.82321","2.18003"
"1.14400","5.95323","2.21679"
"1.17000","6.08320","2.26772"
"1.19600","6.21321","2.30227"
"1.22200","6.34318","2.32928"
"1.24800","6.47325","2.37017"
"1.27400","6.60321","2.43614"
"1.30000","6.73318","2.49154"
"1.32600","6.86320","2.54446"
"1.35200","6.99316","2.59670"
"1.37800","7.12318","2.66415"
"1.40400","7.25320","2.74121"
"1.43000","7.38321","2.81062"
"1.45600","7.51329","2.87499"
"1.48200","7.64325","2.95514"
"1.50800","7.77316","3.04187"
"1.53400","7.90323","3.11990"
"1.56000","8.03320","3.19077"
"1.58600","8.16327","3.25926"
"1.61200","8.29323","3.33214"
"1.63800","8.42325","3.40833"
"1.66400","8.55321","3.49156"
"1.69000","8.68313","3.56489"
"1.71600","8.81320","3.65762"
"1.74200","8.94321","3.74628"
"1.76800","9.07323","3.82433"
"1.79400","9.20330","3.87744"
"1.82000","9.33321","3.94849"
"1.84600","9.46323","4.02714"
"1.87200","9.59320","4.10317"
"1.89800","9.72316","4.18325"
"1.92400","9.85323","4.25751"
"1.95000","9.98320","4.31392"
"1.95400","10.00318","4.32159"
